# Average Neighbourhood Size
# simtime, linkAvgNeighbourSize
24200.000000, 4.148760
24300.000000, 4.148017
24400.000000, 4.147281
24500.000000, 4.146551
24600.000000, 4.145829
24700.000000, 4.145112
24800.000000, 4.144402
24900.000000, 4.143697
25000.000000, 4.142998
25100.000000, 4.142304
25200.000000, 4.141616
25300.000000, 4.140933
25400.000000, 4.140256
25500.000000, 4.139584
25600.000000, 4.138917
25700.000000, 4.138255
25800.000000, 4.137599
25900.000000, 4.136949
26000.000000, 4.136307
26100.000000, 4.135670
26200.000000, 4.135038
26300.000000, 4.134410
26400.000000, 4.133788
26500.000000, 4.133176
26600.000000, 4.132571
26700.000000, 4.131971
26800.000000, 4.131374
26900.000000, 4.130783
27000.000000, 4.130196
27100.000000, 4.129613
27200.000000, 4.129034
27300.000000, 4.128462
27400.000000, 4.127894
27500.000000, 4.127330
27600.000000, 4.126770
27700.000000, 4.126214
27800.000000, 4.125662
27900.000000, 4.125112
28000.000000, 4.124566
28100.000000, 4.124023
28200.000000, 4.123485
28300.000000, 4.122946
28400.000000, 4.122408
28500.000000, 4.121873
28600.000000, 4.121342
28700.000000, 4.120815
28800.000000, 4.120291
28900.000000, 4.119771
29000.000000, 4.119255
29100.000000, 4.118742
29200.000000, 4.118232
29300.000000, 4.117726
29400.000000, 4.117224
29500.000000, 4.116725
29600.000000, 4.116229
29700.000000, 4.115737
29800.000000, 4.115248
29900.000000, 4.114762
30000.000000, 4.114279
30100.000000, 4.113800
30200.000000, 4.113324
30300.000000, 4.112852
30400.000000, 4.112383
30500.000000, 4.111916
30600.000000, 4.111453
30700.000000, 4.110994
30800.000000, 4.110538
30900.000000, 4.110085
31000.000000, 4.109635
31100.000000, 4.109188
31200.000000, 4.108743
31300.000000, 4.108302
31400.000000, 4.107863
31500.000000, 4.107427
31600.000000, 4.106994
31700.000000, 4.106564
31800.000000, 4.106137
31900.000000, 4.105714
32000.000000, 4.105293
32100.000000, 4.104873
32200.000000, 4.104456
32300.000000, 4.104041
32400.000000, 4.103629
32500.000000, 4.103220
32600.000000, 4.102813
32700.000000, 4.102408
32800.000000, 4.102006
32900.000000, 4.101606
33000.000000, 4.101207
33100.000000, 4.100810
33200.000000, 4.100416
33300.000000, 4.100025
33400.000000, 4.099635
33500.000000, 4.099248
33600.000000, 4.098864
33700.000000, 4.098482
33800.000000, 4.098101
33900.000000, 4.097724
34000.000000, 4.097348
34100.000000, 4.096974
34200.000000, 4.096603
34300.000000, 4.096234
34400.000000, 4.095867
34500.000000, 4.095502
34600.000000, 4.095138
34700.000000, 4.094775
34800.000000, 4.094415
34900.000000, 4.094057
35000.000000, 4.093701
35100.000000, 4.093347
35200.000000, 4.092995
35300.000000, 4.092645
35400.000000, 4.092297
35500.000000, 4.091951
35600.000000, 4.091608
35700.000000, 4.091268
35800.000000, 4.090929
35900.000000, 4.090592
36000.000000, 4.090256
36100.000000, 4.089921
36200.000000, 4.089588
36300.000000, 4.089256
36400.000000, 4.088927
36500.000000, 4.088603
36600.000000, 4.088280
36700.000000, 4.087959
36800.000000, 4.087640
36900.000000, 4.087323
37000.000000, 4.087007
37100.000000, 4.086693
37200.000000, 4.086381
37300.000000, 4.086067
37400.000000, 4.085754
37500.000000, 4.085442
37600.000000, 4.085132
37700.000000, 4.084824
37800.000000, 4.084517
37900.000000, 4.084212
38000.000000, 4.083909
38100.000000, 4.083607
38200.000000, 4.083306
38300.000000, 4.083008
38400.000000, 4.082710
38500.000000, 4.082415
38600.000000, 4.082121
38700.000000, 4.081828
38800.000000, 4.081537
38900.000000, 4.081247
39000.000000, 4.080960
39100.000000, 4.080674
39200.000000, 4.080389
39300.000000, 4.080107
39400.000000, 4.079825
39500.000000, 4.079544
39600.000000, 4.079265
39700.000000, 4.078987
39800.000000, 4.078710
39900.000000, 4.078435
40000.000000, 4.078161
40100.000000, 4.077888
40200.000000, 4.077618
40300.000000, 4.077348
40400.000000, 4.077080
40500.000000, 4.076812
40600.000000, 4.076545
40700.000000, 4.076279
40800.000000, 4.076015
40900.000000, 4.075752
41000.000000, 4.075487
41100.000000, 4.075224
41200.000000, 4.074962
41300.000000, 4.074701
41400.000000, 4.074442
41500.000000, 4.074183
41600.000000, 4.073926
41700.000000, 4.073668
41800.000000, 4.073411
41900.000000, 4.073155
42000.000000, 4.072900
42100.000000, 4.072645
42200.000000, 4.072391
42300.000000, 4.072139
42400.000000, 4.071887
42500.000000, 4.071637
42600.000000, 4.071388
42700.000000, 4.071140
42800.000000, 4.070893
42900.000000, 4.070648
43000.000000, 4.070403
43100.000000, 4.070160
43200.000000, 4.069918
43300.000000, 4.069677
43400.000000, 4.069437
43500.000000, 4.069198
43600.000000, 4.068961
43700.000000, 4.068724
43800.000000, 4.068489
43900.000000, 4.068255
44000.000000, 4.068022
44100.000000, 4.067790
44200.000000, 4.067558
44300.000000, 4.067328
44400.000000, 4.067099
44500.000000, 4.066871
44600.000000, 4.066645
44700.000000, 4.066419
44800.000000, 4.066194
44900.000000, 4.065970
45000.000000, 4.065747
45100.000000, 4.065524
45200.000000, 4.065303
45300.000000, 4.065084
45400.000000, 4.064864
45500.000000, 4.064646
45600.000000, 4.064429
45700.000000, 4.064213
45800.000000, 4.063997
45900.000000, 4.063783
46000.000000, 4.063569
46100.000000, 4.063357
46200.000000, 4.063145
46300.000000, 4.062935
46400.000000, 4.062725
46500.000000, 4.062516
46600.000000, 4.062308
46700.000000, 4.062101
46800.000000, 4.061895
46900.000000, 4.061689
47000.000000, 4.061485
47100.000000, 4.061282
47200.000000, 4.061079
47300.000000, 4.060877
47400.000000, 4.060676
47500.000000, 4.060475
47600.000000, 4.060276
47700.000000, 4.060077
47800.000000, 4.059880
47900.000000, 4.059683
48000.000000, 4.059487
48100.000000, 4.059292
48200.000000, 4.059098
48300.000000, 4.058904
48400.000000, 4.058711
48500.000000, 4.058519
48600.000000, 4.058328
48700.000000, 4.058137
48800.000000, 4.057948
48900.000000, 4.057759
49000.000000, 4.057571
49100.000000, 4.057383
49200.000000, 4.057197
49300.000000, 4.057011
49400.000000, 4.056826
49500.000000, 4.056641
49600.000000, 4.056458
49700.000000, 4.056275
49800.000000, 4.056092
49900.000000, 4.055911
50000.000000, 4.055730
50100.000000, 4.055551
50200.000000, 4.055371
50300.000000, 4.055193
50400.000000, 4.055015
50500.000000, 4.054838
50600.000000, 4.054661
50700.000000, 4.054486
50800.000000, 4.054311
50900.000000, 4.054136
51000.000000, 4.053962
51100.000000, 4.053789
51200.000000, 4.053617
51300.000000, 4.053445
51400.000000, 4.053275
51500.000000, 4.053104
51600.000000, 4.052935
51700.000000, 4.052766
51800.000000, 4.052597
51900.000000, 4.052430
52000.000000, 4.052263
52100.000000, 4.052096
52200.000000, 4.051931
52300.000000, 4.051768
52400.000000, 4.051606
52500.000000, 4.051442
52600.000000, 4.051279
52700.000000, 4.051116
52800.000000, 4.050954
52900.000000, 4.050793
53000.000000, 4.050632
53100.000000, 4.050472
53200.000000, 4.050312
53300.000000, 4.050153
53400.000000, 4.049995
53500.000000, 4.049837
53600.000000, 4.049679
53700.000000, 4.049523
53800.000000, 4.049367
53900.000000, 4.049211
54000.000000, 4.049056
54100.000000, 4.048902
54200.000000, 4.048748
54300.000000, 4.048595
54400.000000, 4.048443
54500.000000, 4.048291
54600.000000, 4.048139
54700.000000, 4.047988
54800.000000, 4.047838
54900.000000, 4.047688
55000.000000, 4.047538
55100.000000, 4.047390
55200.000000, 4.047241
55300.000000, 4.047094
55400.000000, 4.046946
55500.000000, 4.046800
55600.000000, 4.046654
55700.000000, 4.046508
55800.000000, 4.046363
55900.000000, 4.046218
56000.000000, 4.046074
56100.000000, 4.045931
56200.000000, 4.045788
56300.000000, 4.045645
56400.000000, 4.045503
56500.000000, 4.045362
56600.000000, 4.045221
56700.000000, 4.045080
56800.000000, 4.044940
56900.000000, 4.044801
57000.000000, 4.044662
57100.000000, 4.044523
57200.000000, 4.044385
57300.000000, 4.044248
57400.000000, 4.044111
57500.000000, 4.043940
57600.000000, 4.043691
57700.000000, 4.043443
57800.000000, 4.043196
57900.000000, 4.042949
58000.000000, 4.042704
58100.000000, 4.042459
58200.000000, 4.042215
58300.000000, 4.041972
58400.000000, 4.041730
58500.000000, 4.041489
58600.000000, 4.041249
58700.000000, 4.041009
58800.000000, 4.040770
58900.000000, 4.040532
59000.000000, 4.040295
59100.000000, 4.040058
59200.000000, 4.039823
59300.000000, 4.039588
59400.000000, 4.039354
59500.000000, 4.039121
59600.000000, 4.038888
59700.000000, 4.038656
59800.000000, 4.038425
59900.000000, 4.038195
60000.000000, 4.037966
60100.000000, 4.037737
60200.000000, 4.037509
60300.000000, 4.037282
60400.000000, 4.037057
60500.000000, 4.036831
60600.000000, 4.036605
60700.000000, 4.036380
60800.000000, 4.036156
60900.000000, 4.035932
61000.000000, 4.035710
61100.000000, 4.035487
61200.000000, 4.035266
61300.000000, 4.035045
61400.000000, 4.034825
61500.000000, 4.034606
61600.000000, 4.034388
61700.000000, 4.034170
61800.000000, 4.033953
61900.000000, 4.033736
62000.000000, 4.033521
62100.000000, 4.033306
62200.000000, 4.033090
62300.000000, 4.032875
62400.000000, 4.032660
62500.000000, 4.032446
62600.000000, 4.032233
62700.000000, 4.032020
62800.000000, 4.031808
62900.000000, 4.031597
63000.000000, 4.031387
63100.000000, 4.031177
63200.000000, 4.030967
63300.000000, 4.030759
63400.000000, 4.030551
63500.000000, 4.030343
63600.000000, 4.030137
63700.000000, 4.029931
63800.000000, 4.029725
63900.000000, 4.029521
64000.000000, 4.029318
64100.000000, 4.029115
64200.000000, 4.028913
64300.000000, 4.028712
64400.000000, 4.028511
64500.000000, 4.028311
64600.000000, 4.028111
64700.000000, 4.027913
64800.000000, 4.027714
64900.000000, 4.027517
65000.000000, 4.027320
65100.000000, 4.027122
65200.000000, 4.026925
65300.000000, 4.026728
65400.000000, 4.026532
65500.000000, 4.026336
65600.000000, 4.026141
65700.000000, 4.025946
65800.000000, 4.025753
65900.000000, 4.025559
66000.000000, 4.025367
66100.000000, 4.025174
66200.000000, 4.024983
66300.000000, 4.024792
66400.000000, 4.024601
66500.000000, 4.024412
66600.000000, 4.024222
66700.000000, 4.024034
66800.000000, 4.023845
66900.000000, 4.023658
67000.000000, 4.023471
67100.000000, 4.023284
67200.000000, 4.023098
67300.000000, 4.022913
67400.000000, 4.022726
67500.000000, 4.022540
67600.000000, 4.022355
67700.000000, 4.022172
67800.000000, 4.021988
67900.000000, 4.021805
68000.000000, 4.021622
68100.000000, 4.021440
68200.000000, 4.021259
68300.000000, 4.021078
68400.000000, 4.020897
68500.000000, 4.020717
68600.000000, 4.020537
68700.000000, 4.020357
68800.000000, 4.020178
68900.000000, 4.020000
69000.000000, 4.019822
69100.000000, 4.019645
69200.000000, 4.019468
69300.000000, 4.019291
69400.000000, 4.019116
69500.000000, 4.018943
69600.000000, 4.018768
69700.000000, 4.018593
69800.000000, 4.018419
69900.000000, 4.018246
70000.000000, 4.018073
70100.000000, 4.017901
70200.000000, 4.017729
70300.000000, 4.017558
70400.000000, 4.017387
70500.000000, 4.017217
70600.000000, 4.017048
70700.000000, 4.016879
70800.000000, 4.016711
70900.000000, 4.016543
71000.000000, 4.016376
71100.000000, 4.016208
71200.000000, 4.016039
71300.000000, 4.015871
71400.000000, 4.015703
71500.000000, 4.015536
71600.000000, 4.015369
71700.000000, 4.015203
71800.000000, 4.015037
71900.000000, 4.014872
72000.000000, 4.014707
72100.000000, 4.014542
72200.000000, 4.014378
72300.000000, 4.014215
72400.000000, 4.014052
72500.000000, 4.013889
72600.000000, 4.013727
72700.000000, 4.013565
72800.000000, 4.013406
72900.000000, 4.013246
73000.000000, 4.013086
73100.000000, 4.012929
73200.000000, 4.012770
73300.000000, 4.012611
73400.000000, 4.012452
73500.000000, 4.012294
73600.000000, 4.012136
73700.000000, 4.011979
73800.000000, 4.011822
73900.000000, 4.011665
74000.000000, 4.011508
74100.000000, 4.011351
74200.000000, 4.011192
74300.000000, 4.010948
74400.000000, 4.010705
74500.000000, 4.010407
74600.000000, 4.010079
74700.000000, 4.009752
74800.000000, 4.009426
74900.000000, 4.009100
75000.000000, 4.008775
75100.000000, 4.008450
75200.000000, 4.008127
75300.000000, 4.007804
75400.000000, 4.007482
75500.000000, 4.007161
75600.000000, 4.006842
75700.000000, 4.006523
75800.000000, 4.006205
75900.000000, 4.005888
76000.000000, 4.005530
76100.000000, 4.005132
76200.000000, 4.004734
76300.000000, 4.004338
76400.000000, 4.003942
76500.000000, 4.003548
76600.000000, 4.003154
76700.000000, 4.002761
76800.000000, 4.002369
76900.000000, 4.001978
77000.000000, 4.001588
77100.000000, 4.001199
77200.000000, 4.000811
77300.000000, 4.000424
77400.000000, 4.000038
77500.000000, 3.999653
77600.000000, 3.999269
77700.000000, 3.998886
77800.000000, 3.998504
77900.000000, 3.998123
78000.000000, 3.997743
78100.000000, 3.997364
78200.000000, 3.996986
78300.000000, 3.996609
78400.000000, 3.996232
78500.000000, 3.995857
78600.000000, 3.995483
78700.000000, 3.995110
78800.000000, 3.994738
78900.000000, 3.994368
79000.000000, 3.993997
79100.000000, 3.993628
79200.000000, 3.993259
79300.000000, 3.992891
79400.000000, 3.992525
79500.000000, 3.992159
79600.000000, 3.991794
79700.000000, 3.991430
79800.000000, 3.991067
79900.000000, 3.990705
80000.000000, 3.990343
80100.000000, 3.989983
80200.000000, 3.989624
80300.000000, 3.989267
80400.000000, 3.988910
80500.000000, 3.988555
80600.000000, 3.988200
80700.000000, 3.987847
80800.000000, 3.987494
80900.000000, 3.987142
81000.000000, 3.986791
81100.000000, 3.986441
81200.000000, 3.986091
81300.000000, 3.985743
81400.000000, 3.985395
81500.000000, 3.985049
81600.000000, 3.984703
81700.000000, 3.984358
81800.000000, 3.984013
81900.000000, 3.983670
82000.000000, 3.983327
82100.000000, 3.982986
82200.000000, 3.982645
82300.000000, 3.982305
82400.000000, 3.981966
82500.000000, 3.981627
82600.000000, 3.981290
82700.000000, 3.980953
82800.000000, 3.980617
82900.000000, 3.980282
83000.000000, 3.979947
83100.000000, 3.979614
83200.000000, 3.979281
83300.000000, 3.978949
83400.000000, 3.978619
83500.000000, 3.978289
83600.000000, 3.977960
83700.000000, 3.977630
83800.000000, 3.977300
83900.000000, 3.976972
84000.000000, 3.976644
84100.000000, 3.976318
84200.000000, 3.975993
84300.000000, 3.975668
84400.000000, 3.975344
84500.000000, 3.975021
84600.000000, 3.974698
84700.000000, 3.974377
84800.000000, 3.974056
84900.000000, 3.973737
85000.000000, 3.973418
85100.000000, 3.973100
85200.000000, 3.972783
85300.000000, 3.972466
85400.000000, 3.972150
85500.000000, 3.971835
85600.000000, 3.971521
85700.000000, 3.971207
85800.000000, 3.970895
85900.000000, 3.970582
86000.000000, 3.970271
86100.000000, 3.969961
86200.000000, 3.969651
86300.000000, 3.969341
86400.000000, 3.969033
86500.000000, 3.968724
86600.000000, 3.968416
86700.000000, 3.968109
86800.000000, 3.967803
86900.000000, 3.967497
87000.000000, 3.967191
87100.000000, 3.966885
87200.000000, 3.966579
87300.000000, 3.966275
87400.000000, 3.965972
87500.000000, 3.965669
87600.000000, 3.965367
87700.000000, 3.965066
87800.000000, 3.964765
87900.000000, 3.964465
88000.000000, 3.964166
88100.000000, 3.963867
88200.000000, 3.963569
88300.000000, 3.963272
88400.000000, 3.962976
88500.000000, 3.962680
88600.000000, 3.962384
88700.000000, 3.962090
88800.000000, 3.961796
88900.000000, 3.961503
89000.000000, 3.961210
89100.000000, 3.960918
89200.000000, 3.960626
89300.000000, 3.960335
89400.000000, 3.960044
89500.000000, 3.959754
89600.000000, 3.959465
89700.000000, 3.959176
89800.000000, 3.958888
89900.000000, 3.958601
90000.000000, 3.958314
90100.000000, 3.958028
90200.000000, 3.957743
90300.000000, 3.957458
90400.000000, 3.957174
90500.000000, 3.956890
90600.000000, 3.956607
90700.000000, 3.956325
90800.000000, 3.956043
90900.000000, 3.955762
91000.000000, 3.955482
91100.000000, 3.955202
91200.000000, 3.954923
91300.000000, 3.954644
91400.000000, 3.954366
91500.000000, 3.954089
91600.000000, 3.953812
91700.000000, 3.953536
91800.000000, 3.953260
91900.000000, 3.952985
92000.000000, 3.952710
92100.000000, 3.952435
92200.000000, 3.952161
92300.000000, 3.951888
92400.000000, 3.951616
92500.000000, 3.951344
92600.000000, 3.951072
92700.000000, 3.950801
92800.000000, 3.950531
92900.000000, 3.950261
93000.000000, 3.949992
93100.000000, 3.949724
93200.000000, 3.949456
93300.000000, 3.949189
93400.000000, 3.948922
93500.000000, 3.948656
93600.000000, 3.948391
93700.000000, 3.948126
93800.000000, 3.947862
93900.000000, 3.947599
94000.000000, 3.947336
94100.000000, 3.947074
94200.000000, 3.946812
94300.000000, 3.946551
94400.000000, 3.946291
94500.000000, 3.946031
94600.000000, 3.945771
94700.000000, 3.945512
94800.000000, 3.945254
94900.000000, 3.944995
95000.000000, 3.944737
95100.000000, 3.944480
95200.000000, 3.944223
95300.000000, 3.943967
95400.000000, 3.943710
95500.000000, 3.943455
95600.000000, 3.943199
95700.000000, 3.942945
95800.000000, 3.942690
95900.000000, 3.942437
96000.000000, 3.942184
96100.000000, 3.941931
96200.000000, 3.941679
96300.000000, 3.941428
96400.000000, 3.941177
96500.000000, 3.940926
96600.000000, 3.940677
96700.000000, 3.940428
96800.000000, 3.940180
96900.000000, 3.939933
97000.000000, 3.939686
97100.000000, 3.939439
97200.000000, 3.939194
97300.000000, 3.938949
97400.000000, 3.938704
97500.000000, 3.938460
97600.000000, 3.938216
97700.000000, 3.937973
97800.000000, 3.937730
97900.000000, 3.937488
98000.000000, 3.937249
98100.000000, 3.937073
98200.000000, 3.936897
98300.000000, 3.936721
98400.000000, 3.936545
98500.000000, 3.936370
98600.000000, 3.936195
98700.000000, 3.936020
98800.000000, 3.935846
98900.000000, 3.935672
99000.000000, 3.935499
99100.000000, 3.935325
99200.000000, 3.935151
99300.000000, 3.934978
99400.000000, 3.934805
99500.000000, 3.934632
99600.000000, 3.934459
99700.000000, 3.934287
99800.000000, 3.934115
99900.000000, 3.933944
100000.000000, 3.933773
100100.000000, 3.933602
100200.000000, 3.933431
100300.000000, 3.933260
100400.000000, 3.933090
100500.000000, 3.932920
100600.000000, 3.932751
100700.000000, 3.932582
100800.000000, 3.932413
100900.000000, 3.932245
101000.000000, 3.932076
101100.000000, 3.931908
101200.000000, 3.931746
101300.000000, 3.931584
101400.000000, 3.931423
101500.000000, 3.931262
101600.000000, 3.931101
101700.000000, 3.930940
101800.000000, 3.930780
101900.000000, 3.930620
102000.000000, 3.930460
102100.000000, 3.930301
102200.000000, 3.930142
102300.000000, 3.929983
102400.000000, 3.929825
102500.000000, 3.929667
102600.000000, 3.929509
102700.000000, 3.929352
102800.000000, 3.929193
102900.000000, 3.929035
103000.000000, 3.928878
103100.000000, 3.928721
103200.000000, 3.928564
103300.000000, 3.928407
103400.000000, 3.928250
103500.000000, 3.928094
103600.000000, 3.927939
103700.000000, 3.927783
103800.000000, 3.927628
103900.000000, 3.927473
104000.000000, 3.927319
104100.000000, 3.927164
104200.000000, 3.927010
104300.000000, 3.926857
104400.000000, 3.926704
104500.000000, 3.926552
104600.000000, 3.926400
104700.000000, 3.926249
104800.000000, 3.926098
104900.000000, 3.925947
105000.000000, 3.925796
105100.000000, 3.925646
105200.000000, 3.925496
105300.000000, 3.925346
105400.000000, 3.925196
105500.000000, 3.925047
105600.000000, 3.924897
105700.000000, 3.924747
105800.000000, 3.924597
105900.000000, 3.924447
106000.000000, 3.924298
106100.000000, 3.924149
106200.000000, 3.924000
106300.000000, 3.923851
106400.000000, 3.923703
106500.000000, 3.923555
106600.000000, 3.923407
106700.000000, 3.923260
106800.000000, 3.923113
106900.000000, 3.922966
107000.000000, 3.922818
107100.000000, 3.922672
107200.000000, 3.922525
107300.000000, 3.922379
107400.000000, 3.922234
107500.000000, 3.922089
107600.000000, 3.921944
107700.000000, 3.921799
107800.000000, 3.921654
107900.000000, 3.921509
108000.000000, 3.921365
108100.000000, 3.921221
108200.000000, 3.921077
108300.000000, 3.920933
108400.000000, 3.920790
108500.000000, 3.920647
108600.000000, 3.920504
108700.000000, 3.920362
108800.000000, 3.920219
108900.000000, 3.920076
109000.000000, 3.919934
109100.000000, 3.919792
109200.000000, 3.919650
109300.000000, 3.919509
109400.000000, 3.919367
109500.000000, 3.919227
109600.000000, 3.919086
109700.000000, 3.918945
109800.000000, 3.918805
109900.000000, 3.918666
110000.000000, 3.918527
110100.000000, 3.918388
110200.000000, 3.918249
110300.000000, 3.918111
110400.000000, 3.917973
110500.000000, 3.917835
110600.000000, 3.917697
110700.000000, 3.917561
110800.000000, 3.917425
110900.000000, 3.917290
111000.000000, 3.917156
111100.000000, 3.917020
111200.000000, 3.916836
111300.000000, 3.916643
111400.000000, 3.916450
111500.000000, 3.916258
111600.000000, 3.916067
111700.000000, 3.915876
111800.000000, 3.915685
111900.000000, 3.915495
112000.000000, 3.915305
112100.000000, 3.915117
112200.000000, 3.914929
112300.000000, 3.914742
112400.000000, 3.914555
112500.000000, 3.914368
112600.000000, 3.914182
112700.000000, 3.913996
112800.000000, 3.913810
112900.000000, 3.913625
113000.000000, 3.913440
113100.000000, 3.913255
113200.000000, 3.913070
113300.000000, 3.912886
113400.000000, 3.912702
113500.000000, 3.912518
113600.000000, 3.912335
113700.000000, 3.912151
113800.000000, 3.911968
113900.000000, 3.911785
114000.000000, 3.911602
114100.000000, 3.911420
114200.000000, 3.911238
114300.000000, 3.911057
114400.000000, 3.910876
114500.000000, 3.910695
114600.000000, 3.910515
114700.000000, 3.910335
114800.000000, 3.910155
114900.000000, 3.909975
115000.000000, 3.909796
115100.000000, 3.909617
115200.000000, 3.909439
115300.000000, 3.909260
115400.000000, 3.909082
115500.000000, 3.908904
115600.000000, 3.908726
115700.000000, 3.908549
115800.000000, 3.908372
115900.000000, 3.908195
