0,600,200,50000,600,1200,400,500
601,1800,200,50000,600,1200,900,1000
1801,2100,200,50000,600,1200,300,400
2101,4500,200,50000,600,1200,900,1000
4501,4800,200,50000,600,1200,400,500
4801,6000,200,50000,600,1200,900,1000
6001,6300,200,50000,600,1200,400,500
6301,7200,200,50000,600,1200,900,1000
7201,7500,200,50000,600,1200,300,400
7501,10200,200,50000,600,1200,900,1000
10201,10800,200,50000,600,1200,400,500
