# Average Contact Duration
# simtime, linkAvgContactDuration
100.000000, 0.000000
200.000000, 1.000000
300.000000, 3.000000
400.000000, 6.720930
500.000000, 8.240741
600.000000, 13.839623
700.000000, 11.276923
800.000000, 10.231047
900.000000, 9.768041
1000.000000, 11.115732
1100.000000, 12.250329
1200.000000, 12.928358
1300.000000, 12.761905
1400.000000, 12.992672
1500.000000, 13.084139
1600.000000, 13.107160
1700.000000, 13.748246
1800.000000, 14.145483
1900.000000, 14.085594
2000.000000, 14.489730
2100.000000, 14.055636
2200.000000, 13.914148
2300.000000, 14.319593
2400.000000, 14.230233
2500.000000, 14.286778
2600.000000, 14.592032
2700.000000, 14.958045
2800.000000, 15.067306
2900.000000, 15.037567
3000.000000, 15.276257
3100.000000, 15.141215
3200.000000, 15.149071
3300.000000, 15.163998
3400.000000, 15.356802
3500.000000, 15.332874
3600.000000, 15.403217
3700.000000, 15.188857
3800.000000, 15.170089
3900.000000, 15.167355
4000.000000, 15.331228
4100.000000, 15.453665
4200.000000, 15.373345
4300.000000, 15.315696
4400.000000, 15.321793
4500.000000, 15.455142
4600.000000, 15.733555
4700.000000, 15.877222
4800.000000, 15.947006
4900.000000, 15.890678
5000.000000, 16.045561
5100.000000, 16.068999
5200.000000, 15.955668
5300.000000, 16.111842
5400.000000, 16.259495
5500.000000, 16.265129
5600.000000, 16.204285
5700.000000, 16.245413
5800.000000, 16.301756
5900.000000, 16.371822
6000.000000, 16.397199
6100.000000, 16.368123
6200.000000, 16.375766
6300.000000, 16.403679
6400.000000, 16.323912
6500.000000, 16.365863
6600.000000, 16.460781
6700.000000, 16.537079
6800.000000, 16.653864
6900.000000, 16.715817
7000.000000, 16.729668
7100.000000, 16.887375
7200.000000, 16.984598
7300.000000, 17.125533
7400.000000, 17.331023
7500.000000, 17.460450
7600.000000, 17.469534
7700.000000, 17.504985
7800.000000, 17.488543
7900.000000, 17.499971
8000.000000, 17.477149
8100.000000, 17.554801
8200.000000, 17.553696
8300.000000, 17.627054
8400.000000, 17.674973
8500.000000, 17.782210
8600.000000, 17.748745
8700.000000, 17.778748
8800.000000, 17.746320
8900.000000, 17.759946
9000.000000, 17.827027
9100.000000, 17.822128
9200.000000, 17.893162
9300.000000, 17.898134
9400.000000, 17.894865
9500.000000, 17.936899
9600.000000, 17.977899
9700.000000, 18.100015
9800.000000, 18.133902
9900.000000, 18.276420
10000.000000, 18.396770
10100.000000, 18.552698
10200.000000, 18.591264
