# Average Contact Duration
# simtime, linkAvgContactDuration
100.000000, 0.000000
200.000000, 0.000000
300.000000, 0.000000
400.000000, 0.000000
500.000000, 0.000000
600.000000, 0.000000
700.000000, 0.000000
800.000000, 0.000000
900.000000, 0.000000
1000.000000, 0.000000
1100.000000, 0.000000
1200.000000, 0.000000
1300.000000, 0.000000
1400.000000, 0.000000
1500.000000, 0.000000
1600.000000, 0.000000
1700.000000, 0.000000
1800.000000, 0.000000
1900.000000, 0.000000
2000.000000, 0.000000
2100.000000, 0.000000
2200.000000, 0.000000
2300.000000, 0.000000
2400.000000, 0.000000
2500.000000, 0.000000
2600.000000, 0.000000
2700.000000, 0.000000
2800.000000, 0.000000
2900.000000, 0.000000
3000.000000, 0.000000
3100.000000, 0.000000
3200.000000, 0.000000
3300.000000, 0.000000
3400.000000, 0.000000
3500.000000, 0.000000
3600.000000, 0.000000
3700.000000, 0.000000
3800.000000, 0.000000
3900.000000, 0.000000
4000.000000, 0.000000
4100.000000, 0.000000
4200.000000, 0.000000
4300.000000, 0.000000
4400.000000, 0.000000
4500.000000, 0.000000
4600.000000, 0.000000
4700.000000, 0.000000
4800.000000, 0.000000
4900.000000, 0.000000
5000.000000, 0.000000
5100.000000, 0.000000
5200.000000, 0.000000
5300.000000, 0.000000
5400.000000, 0.000000
5500.000000, 0.000000
5600.000000, 0.000000
5700.000000, 0.000000
5800.000000, 0.000000
5900.000000, 0.000000
6000.000000, 0.000000
6100.000000, 0.000000
6200.000000, 0.000000
6300.000000, 0.000000
6400.000000, 0.000000
6500.000000, 0.000000
6600.000000, 0.000000
6700.000000, 0.000000
6800.000000, 0.000000
6900.000000, 0.000000
7000.000000, 0.000000
7100.000000, 0.000000
7200.000000, 0.000000
7300.000000, 0.000000
7400.000000, 0.000000
7500.000000, 0.000000
7600.000000, 0.000000
7700.000000, 0.000000
7800.000000, 0.000000
7900.000000, 0.000000
8000.000000, 0.000000
8100.000000, 0.000000
8200.000000, 0.000000
8300.000000, 0.000000
8400.000000, 0.000000
8500.000000, 0.000000
8600.000000, 0.000000
8700.000000, 0.000000
8800.000000, 0.000000
8900.000000, 0.000000
9000.000000, 0.000000
9100.000000, 0.000000
9200.000000, 0.000000
9300.000000, 0.000000
9400.000000, 0.000000
9500.000000, 0.000000
9600.000000, 0.000000
9700.000000, 0.000000
9800.000000, 0.000000
9900.000000, 0.000000
10000.000000, 0.000000
10100.000000, 0.000000
10200.000000, 0.000000
10300.000000, 0.000000
10400.000000, 0.000000
10500.000000, 0.000000
10600.000000, 0.000000
10700.000000, 0.000000
10800.000000, 0.000000
10900.000000, 0.000000
11000.000000, 0.000000
11100.000000, 0.000000
11200.000000, 0.000000
11300.000000, 0.000000
11400.000000, 0.000000
11500.000000, 0.000000
11600.000000, 0.000000
11700.000000, 0.000000
11800.000000, 0.000000
11900.000000, 0.000000
12000.000000, 0.000000
12100.000000, 0.000000
12200.000000, 0.000000
12300.000000, 0.000000
12400.000000, 0.000000
12500.000000, 0.000000
12600.000000, 0.000000
12700.000000, 0.000000
12800.000000, 0.000000
12900.000000, 0.000000
13000.000000, 0.000000
13100.000000, 0.000000
13200.000000, 0.000000
13300.000000, 0.000000
13400.000000, 0.000000
13500.000000, 0.000000
13600.000000, 0.000000
13700.000000, 0.000000
13800.000000, 0.000000
13900.000000, 0.000000
14000.000000, 0.000000
14100.000000, 0.000000
14200.000000, 0.000000
14300.000000, 0.000000
14400.000000, 0.000000
14500.000000, 0.000000
14600.000000, 0.000000
14700.000000, 0.000000
14800.000000, 0.000000
14900.000000, 0.000000
15000.000000, 0.000000
15100.000000, 0.000000
15200.000000, 0.000000
15300.000000, 0.000000
15400.000000, 0.000000
15500.000000, 0.000000
15600.000000, 0.000000
15700.000000, 0.000000
15800.000000, 0.000000
15900.000000, 0.000000
16000.000000, 0.000000
16100.000000, 0.000000
16200.000000, 0.000000
16300.000000, 0.000000
16400.000000, 0.000000
16500.000000, 0.000000
16600.000000, 0.000000
16700.000000, 0.000000
16800.000000, 0.000000
16900.000000, 0.000000
17000.000000, 0.000000
17100.000000, 0.000000
17200.000000, 0.000000
17300.000000, 0.000000
17400.000000, 0.000000
17500.000000, 0.000000
17600.000000, 0.000000
17700.000000, 0.000000
17800.000000, 0.000000
17900.000000, 0.000000
18000.000000, 0.000000
18100.000000, 0.000000
18200.000000, 0.000000
18300.000000, 0.000000
18400.000000, 0.000000
18500.000000, 0.000000
18600.000000, 0.000000
18700.000000, 0.000000
18800.000000, 0.000000
18900.000000, 0.000000
19000.000000, 0.000000
19100.000000, 0.000000
19200.000000, 0.000000
19300.000000, 0.000000
19400.000000, 0.000000
19500.000000, 0.000000
19600.000000, 0.000000
19700.000000, 0.000000
19800.000000, 0.000000
19900.000000, 0.000000
20000.000000, 0.000000
20100.000000, 0.000000
20200.000000, 0.000000
20300.000000, 0.000000
20400.000000, 0.000000
20500.000000, 0.000000
20600.000000, 0.000000
20700.000000, 0.000000
20800.000000, 0.000000
20900.000000, 0.000000
21000.000000, 0.000000
21100.000000, 0.000000
21200.000000, 0.000000
21300.000000, 0.000000
21400.000000, 0.000000
21500.000000, 0.000000
21600.000000, 0.000000
21700.000000, 0.000000
21800.000000, 0.000000
21900.000000, 0.000000
22000.000000, 0.000000
22100.000000, 0.000000
22200.000000, 0.000000
22300.000000, 0.000000
22400.000000, 0.000000
22500.000000, 0.000000
22600.000000, 0.000000
22700.000000, 0.000000
22800.000000, 0.000000
22900.000000, 0.000000
23000.000000, 0.000000
23100.000000, 0.000000
23200.000000, 0.000000
23300.000000, 0.000000
23400.000000, 0.000000
23500.000000, 0.000000
23600.000000, 0.000000
23700.000000, 0.000000
23800.000000, 0.000000
23900.000000, 0.000000
24000.000000, 0.000000
24100.000000, 0.000000
24200.000000, 0.000000
24300.000000, 0.000000
24400.000000, 0.000000
24500.000000, 0.000000
24600.000000, 0.000000
24700.000000, 0.000000
24800.000000, 0.000000
24900.000000, 0.000000
25000.000000, 0.000000
25100.000000, 0.000000
25200.000000, 0.000000
25300.000000, 0.000000
25400.000000, 0.000000
25500.000000, 0.000000
25600.000000, 0.000000
25700.000000, 0.000000
25800.000000, 0.000000
25900.000000, 0.000000
26000.000000, 0.000000
26100.000000, 0.000000
26200.000000, 0.000000
26300.000000, 0.000000
26400.000000, 0.000000
26500.000000, 0.000000
26600.000000, 0.000000
26700.000000, 0.000000
26800.000000, 0.000000
26900.000000, 0.000000
27000.000000, 0.000000
27100.000000, 0.000000
27200.000000, 0.000000
27300.000000, 0.000000
27400.000000, 0.000000
27500.000000, 0.000000
27600.000000, 0.000000
27700.000000, 0.000000
27800.000000, 0.000000
27900.000000, 0.000000
28000.000000, 0.000000
28100.000000, 0.000000
28200.000000, 0.000000
28300.000000, 0.000000
28400.000000, 0.000000
28500.000000, 0.000000
28600.000000, 0.000000
28700.000000, 0.000000
28800.000000, 0.000000
28900.000000, 0.000000
29000.000000, 0.000000
29100.000000, 0.000000
29200.000000, 0.000000
29300.000000, 0.000000
29400.000000, 0.000000
29500.000000, 0.000000
29600.000000, 0.000000
29700.000000, 0.000000
29800.000000, 0.000000
29900.000000, 0.000000
30000.000000, 0.000000
30100.000000, 0.000000
30200.000000, 0.000000
30300.000000, 0.000000
30400.000000, 0.000000
30500.000000, 28.000000
30600.000000, 131.333333
30700.000000, 131.333333
30800.000000, 131.333333
30900.000000, 131.333333
31000.000000, 131.333333
31100.000000, 131.333333
31200.000000, 131.333333
31300.000000, 131.333333
31400.000000, 477.200000
31500.000000, 477.200000
31600.000000, 477.200000
31700.000000, 477.200000
31800.000000, 435.714286
31900.000000, 312.500000
32000.000000, 312.500000
32100.000000, 312.500000
32200.000000, 312.500000
32300.000000, 312.500000
32400.000000, 312.500000
32500.000000, 312.500000
32600.000000, 312.500000
32700.000000, 312.500000
32800.000000, 312.500000
32900.000000, 312.500000
33000.000000, 312.500000
33100.000000, 226.357143
33200.000000, 206.529412
33300.000000, 189.789474
33400.000000, 189.789474
33500.000000, 189.789474
33600.000000, 202.714286
33700.000000, 202.714286
33800.000000, 202.714286
33900.000000, 202.714286
34000.000000, 202.714286
34100.000000, 196.045455
34200.000000, 187.826087
34300.000000, 187.826087
34400.000000, 187.826087
34500.000000, 187.826087
34600.000000, 186.500000
34700.000000, 186.500000
34800.000000, 186.500000
34900.000000, 263.370370
35000.000000, 263.370370
35100.000000, 263.370370
35200.000000, 263.370370
35300.000000, 262.896552
35400.000000, 246.030303
35500.000000, 232.371429
35600.000000, 230.555556
35700.000000, 230.555556
35800.000000, 230.555556
35900.000000, 230.555556
36000.000000, 225.702703
36100.000000, 225.702703
36200.000000, 225.702703
36300.000000, 222.026316
36400.000000, 222.026316
36500.000000, 219.205128
36600.000000, 219.205128
36700.000000, 219.205128
36800.000000, 208.804878
36900.000000, 199.186047
37000.000000, 213.068182
37100.000000, 232.282609
37200.000000, 219.510204
37300.000000, 220.000000
37400.000000, 210.526316
37500.000000, 208.051724
37600.000000, 212.800000
37700.000000, 215.646154
37800.000000, 218.560606
37900.000000, 215.686567
38000.000000, 234.256757
38100.000000, 248.102564
38200.000000, 248.102564
38300.000000, 248.102564
38400.000000, 243.325000
38500.000000, 247.036585
38600.000000, 239.682353
38700.000000, 234.827586
38800.000000, 227.822222
38900.000000, 227.822222
39000.000000, 227.822222
39100.000000, 227.439560
39200.000000, 227.439560
39300.000000, 224.806452
39400.000000, 222.627660
39500.000000, 221.294737
39600.000000, 221.294737
39700.000000, 221.294737
39800.000000, 221.294737
39900.000000, 225.404040
40000.000000, 225.404040
40100.000000, 225.404040
40200.000000, 220.960396
40300.000000, 217.407767
40400.000000, 215.336538
40500.000000, 215.336538
40600.000000, 215.336538
40700.000000, 213.304762
40800.000000, 213.304762
40900.000000, 210.897196
41000.000000, 207.376147
41100.000000, 205.990909
41200.000000, 231.044643
41300.000000, 229.053097
41400.000000, 269.551724
41500.000000, 283.057851
41600.000000, 275.277778
41700.000000, 275.277778
41800.000000, 275.277778
41900.000000, 276.718750
42000.000000, 303.907692
42100.000000, 304.856061
42200.000000, 302.736842
42300.000000, 300.729927
42400.000000, 296.942446
42500.000000, 297.800000
42600.000000, 292.587838
42700.000000, 291.429530
42800.000000, 291.429530
42900.000000, 293.686667
43000.000000, 292.125828
43100.000000, 292.125828
43200.000000, 289.006494
43300.000000, 289.006494
43400.000000, 285.506410
43500.000000, 285.506410
43600.000000, 280.672956
43700.000000, 280.450000
43800.000000, 276.723926
43900.000000, 280.266667
44000.000000, 291.229412
44100.000000, 288.848837
44200.000000, 334.429379
44300.000000, 334.429379
44400.000000, 332.561798
44500.000000, 332.561798
44600.000000, 333.005587
44700.000000, 331.166667
44800.000000, 331.166667
44900.000000, 331.166667
45000.000000, 331.166667
45100.000000, 331.166667
45200.000000, 331.166667
45300.000000, 331.166667
45400.000000, 329.966851
45500.000000, 329.966851
45600.000000, 326.393443
45700.000000, 321.586022
45800.000000, 321.586022
45900.000000, 321.586022
46000.000000, 321.586022
46100.000000, 339.792553
46200.000000, 338.153439
46300.000000, 336.776042
46400.000000, 336.776042
46500.000000, 336.776042
46600.000000, 399.116751
46700.000000, 399.116751
46800.000000, 399.116751
46900.000000, 397.636364
47000.000000, 397.636364
47100.000000, 397.636364
47200.000000, 395.919598
47300.000000, 395.919598
47400.000000, 394.145000
47500.000000, 390.618812
47600.000000, 390.618812
47700.000000, 388.185366
47800.000000, 617.019417
47900.000000, 617.019417
48000.000000, 617.019417
48100.000000, 617.019417
48200.000000, 617.019417
48300.000000, 667.729469
48400.000000, 667.729469
48500.000000, 669.980861
48600.000000, 673.353774
48700.000000, 655.452055
48800.000000, 642.272321
48900.000000, 642.272321
49000.000000, 639.506667
49100.000000, 627.234783
49200.000000, 627.234783
49300.000000, 627.234783
49400.000000, 626.268398
49500.000000, 626.646552
49600.000000, 619.272340
49700.000000, 611.861345
49800.000000, 628.432099
49900.000000, 634.341463
50000.000000, 634.341463
50100.000000, 647.736842
50200.000000, 647.736842
50300.000000, 647.736842
50400.000000, 647.736842
50500.000000, 645.860000
50600.000000, 648.768924
50700.000000, 648.768924
50800.000000, 646.242063
50900.000000, 641.255906
51000.000000, 636.097276
51100.000000, 633.003861
51200.000000, 649.469231
51300.000000, 653.320611
51400.000000, 753.267925
51500.000000, 750.593985
51600.000000, 750.593985
51700.000000, 748.925651
51800.000000, 746.370370
51900.000000, 744.007380
52000.000000, 742.088235
52100.000000, 737.649635
52200.000000, 732.870036
52300.000000, 725.478571
52400.000000, 725.478571
52500.000000, 729.031802
52600.000000, 753.588850
52700.000000, 753.588850
52800.000000, 753.588850
52900.000000, 751.076389
53000.000000, 748.726644
53100.000000, 748.726644
53200.000000, 748.726644
53300.000000, 743.745704
53400.000000, 743.745704
53500.000000, 741.383562
53600.000000, 741.383562
53700.000000, 741.383562
53800.000000, 736.482993
53900.000000, 764.212838
54000.000000, 761.663300
54100.000000, 761.663300
54200.000000, 761.663300
54300.000000, 759.117450
54400.000000, 752.655629
54500.000000, 752.655629
54600.000000, 752.655629
54700.000000, 762.435644
54800.000000, 762.435644
54900.000000, 762.435644
55000.000000, 771.976974
55100.000000, 771.849180
55200.000000, 771.849180
55300.000000, 769.343137
55400.000000, 769.343137
55500.000000, 769.343137
55600.000000, 769.343137
55700.000000, 770.501618
55800.000000, 770.501618
55900.000000, 770.501618
56000.000000, 770.501618
56100.000000, 768.022581
56200.000000, 768.022581
56300.000000, 768.022581
56400.000000, 765.797428
56500.000000, 761.044728
56600.000000, 812.905956
56700.000000, 807.862928
56800.000000, 798.233846
56900.000000, 798.233846
57000.000000, 969.766871
57100.000000, 1044.829787
57200.000000, 1044.957704
57300.000000, 1069.915916
57400.000000, 1067.431138
57500.000000, 1102.074184
57600.000000, 1107.918129
57700.000000, 1098.730435
57800.000000, 1090.272989
57900.000000, 1087.202857
58000.000000, 1079.118980
58100.000000, 1076.073446
58200.000000, 1082.904225
58300.000000, 1082.904225
58400.000000, 1077.039216
58500.000000, 1077.039216
58600.000000, 1077.039216
58700.000000, 1077.039216
