# Average Neighbourhood Size
# simtime, linkAvgNeighbourSize
100.000000, 0.000000
200.000000, 0.000000
300.000000, 0.000000
400.000000, 0.000000
500.000000, 0.000000
600.000000, 0.000000
700.000000, 0.000000
800.000000, 0.000000
900.000000, 0.000000
1000.000000, 0.000000
1100.000000, 0.000000
1200.000000, 0.000000
1300.000000, 0.000000
1400.000000, 0.000000
1500.000000, 0.000000
1600.000000, 0.000000
1700.000000, 0.000000
1800.000000, 0.000000
1900.000000, 0.000000
2000.000000, 0.000000
2100.000000, 0.000000
2200.000000, 0.000000
2300.000000, 0.000000
2400.000000, 0.000000
2500.000000, 0.000000
2600.000000, 0.000000
2700.000000, 0.000000
2800.000000, 0.000000
2900.000000, 0.000000
3000.000000, 0.000000
3100.000000, 0.000000
3200.000000, 0.000000
3300.000000, 0.000000
3400.000000, 0.000000
3500.000000, 0.000000
3600.000000, 0.000000
3700.000000, 0.000000
3800.000000, 0.000000
3900.000000, 0.000000
4000.000000, 0.000000
4100.000000, 0.000000
4200.000000, 0.000000
4300.000000, 0.000000
4400.000000, 0.000000
4500.000000, 0.000000
4600.000000, 0.000000
4700.000000, 0.000000
4800.000000, 0.000000
4900.000000, 0.000000
5000.000000, 0.000000
5100.000000, 0.000000
5200.000000, 0.000000
5300.000000, 0.000000
5400.000000, 0.000000
5500.000000, 0.000007
5600.000000, 0.000190
5700.000000, 0.000505
5800.000000, 0.000848
5900.000000, 0.001230
6000.000000, 0.001789
6100.000000, 0.002712
6200.000000, 0.003655
6300.000000, 0.004721
6400.000000, 0.005764
6500.000000, 0.006774
6600.000000, 0.007754
6700.000000, 0.008798
6800.000000, 0.009869
6900.000000, 0.011211
7000.000000, 0.013012
7100.000000, 0.015417
7200.000000, 0.018603
7300.000000, 0.025403
7400.000000, 0.039421
7500.000000, 0.053965
7600.000000, 0.066972
7700.000000, 0.080486
7800.000000, 0.095415
7900.000000, 0.110920
8000.000000, 0.126943
8100.000000, 0.144926
8200.000000, 0.162866
8300.000000, 0.181275
8400.000000, 0.198673
8500.000000, 0.215211
8600.000000, 0.231575
8700.000000, 0.246914
8800.000000, 0.259740
8900.000000, 0.272434
9000.000000, 0.283897
9100.000000, 0.294301
9200.000000, 0.305182
9300.000000, 0.316216
9400.000000, 0.326126
9500.000000, 0.335919
9600.000000, 0.347006
9700.000000, 0.357949
9800.000000, 0.367207
9900.000000, 0.375669
10000.000000, 0.384331
10100.000000, 0.392534
10200.000000, 0.401822
10300.000000, 0.410508
10400.000000, 0.418242
10500.000000, 0.425452
10600.000000, 0.432771
10700.000000, 0.439755
10800.000000, 0.445260
10900.000000, 0.451345
11000.000000, 0.458774
11100.000000, 0.466312
11200.000000, 0.474545
11300.000000, 0.482933
11400.000000, 0.490456
11500.000000, 0.496200
11600.000000, 0.503001
11700.000000, 0.509817
11800.000000, 0.516119
11900.000000, 0.522927
12000.000000, 0.531093
12100.000000, 0.538078
12200.000000, 0.544942
12300.000000, 0.551862
12400.000000, 0.558733
12500.000000, 0.566231
12600.000000, 0.573353
12700.000000, 0.578698
12800.000000, 0.584125
12900.000000, 0.589414
13000.000000, 0.594773
13100.000000, 0.600319
13200.000000, 0.605618
13300.000000, 0.611541
13400.000000, 0.618067
13500.000000, 0.623791
13600.000000, 0.628534
13700.000000, 0.632638
13800.000000, 0.637005
13900.000000, 0.641777
14000.000000, 0.647148
14100.000000, 0.652966
14200.000000, 0.656944
14300.000000, 0.661536
14400.000000, 0.665580
14500.000000, 0.669898
14600.000000, 0.673889
14700.000000, 0.677162
14800.000000, 0.680266
14900.000000, 0.683311
15000.000000, 0.685668
15100.000000, 0.687527
15200.000000, 0.690106
15300.000000, 0.693260
15400.000000, 0.696411
15500.000000, 0.699291
15600.000000, 0.701536
15700.000000, 0.703704
15800.000000, 0.705631
15900.000000, 0.708111
16000.000000, 0.710700
16100.000000, 0.713119
16200.000000, 0.715772
16300.000000, 0.718142
16400.000000, 0.720702
16500.000000, 0.721789
16600.000000, 0.722744
16700.000000, 0.723791
16800.000000, 0.724967
16900.000000, 0.727098
17000.000000, 0.728863
17100.000000, 0.730430
17200.000000, 0.731653
17300.000000, 0.732152
17400.000000, 0.732271
17500.000000, 0.732748
17600.000000, 0.733366
17700.000000, 0.734012
17800.000000, 0.735203
17900.000000, 0.736803
18000.000000, 0.738430
18100.000000, 0.739761
18200.000000, 0.740565
18300.000000, 0.741723
18400.000000, 0.743062
18500.000000, 0.744065
18600.000000, 0.744631
18700.000000, 0.744978
18800.000000, 0.745266
18900.000000, 0.745814
19000.000000, 0.746542
19100.000000, 0.747015
19200.000000, 0.747472
19300.000000, 0.748030
19400.000000, 0.748442
19500.000000, 0.749142
19600.000000, 0.749561
19700.000000, 0.749992
19800.000000, 0.750703
19900.000000, 0.751613
20000.000000, 0.752380
20100.000000, 0.753269
20200.000000, 0.754317
20300.000000, 0.755494
20400.000000, 0.756657
20500.000000, 0.757624
20600.000000, 0.758435
20700.000000, 0.759089
20800.000000, 0.759631
20900.000000, 0.760019
21000.000000, 0.760379
21100.000000, 0.760782
21200.000000, 0.761133
21300.000000, 0.761496
21400.000000, 0.762028
21500.000000, 0.762490
21600.000000, 0.763141
21700.000000, 0.763531
21800.000000, 0.763907
21900.000000, 0.764253
22000.000000, 0.764540
22100.000000, 0.764867
22200.000000, 0.765172
22300.000000, 0.765602
22400.000000, 0.766150
22500.000000, 0.766650
22600.000000, 0.767189
22700.000000, 0.767583
22800.000000, 0.768287
22900.000000, 0.769337
23000.000000, 0.770278
23100.000000, 0.770987
23200.000000, 0.771597
23300.000000, 0.772022
23400.000000, 0.772522
23500.000000, 0.773139
23600.000000, 0.773635
23700.000000, 0.773893
23800.000000, 0.774284
23900.000000, 0.774512
24000.000000, 0.774832
24100.000000, 0.775041
24200.000000, 0.775119
24300.000000, 0.775177
24400.000000, 0.775363
24500.000000, 0.775364
24600.000000, 0.775388
24700.000000, 0.775062
24800.000000, 0.774856
24900.000000, 0.774600
25000.000000, 0.774507
25100.000000, 0.774386
25200.000000, 0.774353
25300.000000, 0.774420
25400.000000, 0.774412
25500.000000, 0.774467
25600.000000, 0.774623
25700.000000, 0.774890
25800.000000, 0.774973
25900.000000, 0.775080
26000.000000, 0.774987
26100.000000, 0.775266
26200.000000, 0.775205
26300.000000, 0.775281
26400.000000, 0.775087
26500.000000, 0.774630
26600.000000, 0.773969
26700.000000, 0.773204
26800.000000, 0.772415
26900.000000, 0.771735
27000.000000, 0.771176
27100.000000, 0.770496
27200.000000, 0.769752
27300.000000, 0.769043
27400.000000, 0.768497
27500.000000, 0.767685
27600.000000, 0.766819
27700.000000, 0.765761
27800.000000, 0.764483
27900.000000, 0.763254
28000.000000, 0.761979
28100.000000, 0.760709
28200.000000, 0.759526
28300.000000, 0.758450
28400.000000, 0.757515
28500.000000, 0.756478
28600.000000, 0.755311
28700.000000, 0.754136
28800.000000, 0.753143
28900.000000, 0.752165
29000.000000, 0.751016
29100.000000, 0.749856
29200.000000, 0.748707
29300.000000, 0.747568
29400.000000, 0.746455
29500.000000, 0.745290
29600.000000, 0.744268
29700.000000, 0.743108
29800.000000, 0.741925
29900.000000, 0.740791
30000.000000, 0.739526
30100.000000, 0.738267
30200.000000, 0.736924
30300.000000, 0.735711
30400.000000, 0.734559
30500.000000, 0.733363
30600.000000, 0.732192
30700.000000, 0.731166
30800.000000, 0.730198
30900.000000, 0.729055
31000.000000, 0.727810
31100.000000, 0.726463
31200.000000, 0.725109
31300.000000, 0.723820
31400.000000, 0.722496
31500.000000, 0.721277
31600.000000, 0.720086
31700.000000, 0.718860
31800.000000, 0.717641
31900.000000, 0.716460
32000.000000, 0.715266
32100.000000, 0.714135
32200.000000, 0.713118
32300.000000, 0.712063
32400.000000, 0.710994
32500.000000, 0.709986
32600.000000, 0.708940
32700.000000, 0.707871
32800.000000, 0.706797
32900.000000, 0.705651
33000.000000, 0.704602
33100.000000, 0.703624
33200.000000, 0.702660
33300.000000, 0.701573
33400.000000, 0.700443
33500.000000, 0.699375
33600.000000, 0.698363
33700.000000, 0.697425
33800.000000, 0.696467
33900.000000, 0.695552
34000.000000, 0.694602
34100.000000, 0.693650
34200.000000, 0.692715
34300.000000, 0.691768
34400.000000, 0.690816
34500.000000, 0.689753
34600.000000, 0.688738
34700.000000, 0.687655
34800.000000, 0.686597
34900.000000, 0.685566
35000.000000, 0.684555
35100.000000, 0.683612
35200.000000, 0.682645
35300.000000, 0.681658
35400.000000, 0.680738
35500.000000, 0.679711
35600.000000, 0.678739
35700.000000, 0.677724
35800.000000, 0.676717
35900.000000, 0.675750
36000.000000, 0.674810
36100.000000, 0.673909
36200.000000, 0.673049
36300.000000, 0.672206
36400.000000, 0.671273
36500.000000, 0.670361
36600.000000, 0.669503
36700.000000, 0.668617
36800.000000, 0.667729
36900.000000, 0.666849
37000.000000, 0.665997
37100.000000, 0.665116
37200.000000, 0.664180
37300.000000, 0.663143
37400.000000, 0.662054
37500.000000, 0.660989
37600.000000, 0.660015
37700.000000, 0.659158
37800.000000, 0.658370
37900.000000, 0.657565
38000.000000, 0.656785
38100.000000, 0.656012
38200.000000, 0.655247
38300.000000, 0.654415
38400.000000, 0.653637
38500.000000, 0.652866
38600.000000, 0.652101
38700.000000, 0.651277
38800.000000, 0.650358
38900.000000, 0.649475
39000.000000, 0.648563
39100.000000, 0.647714
39200.000000, 0.646944
39300.000000, 0.646203
39400.000000, 0.645526
39500.000000, 0.644915
39600.000000, 0.644255
39700.000000, 0.643506
39800.000000, 0.642748
39900.000000, 0.641923
40000.000000, 0.641103
40100.000000, 0.640343
40200.000000, 0.639602
40300.000000, 0.638794
40400.000000, 0.638034
40500.000000, 0.637375
40600.000000, 0.636734
40700.000000, 0.636041
40800.000000, 0.635267
40900.000000, 0.634439
41000.000000, 0.633684
41100.000000, 0.632894
41200.000000, 0.632126
41300.000000, 0.631369
41400.000000, 0.630590
41500.000000, 0.629865
41600.000000, 0.629154
41700.000000, 0.628403
41800.000000, 0.627614
41900.000000, 0.626776
42000.000000, 0.625944
42100.000000, 0.625100
42200.000000, 0.624337
42300.000000, 0.623646
42400.000000, 0.622941
42500.000000, 0.622253
42600.000000, 0.621552
42700.000000, 0.620820
42800.000000, 0.620075
42900.000000, 0.619344
43000.000000, 0.618602
43100.000000, 0.617828
43200.000000, 0.617029
43300.000000, 0.616218
43400.000000, 0.615425
43500.000000, 0.614657
43600.000000, 0.613880
43700.000000, 0.613061
43800.000000, 0.612223
43900.000000, 0.611461
44000.000000, 0.610702
44100.000000, 0.609903
44200.000000, 0.609134
44300.000000, 0.608330
44400.000000, 0.607530
44500.000000, 0.606785
44600.000000, 0.606081
44700.000000, 0.605436
44800.000000, 0.604766
44900.000000, 0.604066
45000.000000, 0.603348
45100.000000, 0.602639
45200.000000, 0.601918
45300.000000, 0.601203
45400.000000, 0.600469
45500.000000, 0.599795
45600.000000, 0.599104
45700.000000, 0.598420
45800.000000, 0.597711
45900.000000, 0.597029
46000.000000, 0.596325
46100.000000, 0.595642
46200.000000, 0.594975
46300.000000, 0.594321
46400.000000, 0.593651
46500.000000, 0.592996
46600.000000, 0.592381
46700.000000, 0.591768
46800.000000, 0.591142
46900.000000, 0.590519
47000.000000, 0.589892
47100.000000, 0.589290
47200.000000, 0.588659
47300.000000, 0.588009
47400.000000, 0.587386
47500.000000, 0.586721
47600.000000, 0.586090
47700.000000, 0.585480
47800.000000, 0.584858
47900.000000, 0.584239
48000.000000, 0.583596
48100.000000, 0.582916
48200.000000, 0.582276
48300.000000, 0.581641
48400.000000, 0.581004
48500.000000, 0.580380
48600.000000, 0.579805
48700.000000, 0.579212
48800.000000, 0.578593
48900.000000, 0.577988
49000.000000, 0.577371
49100.000000, 0.576821
49200.000000, 0.576315
49300.000000, 0.575821
49400.000000, 0.575353
49500.000000, 0.574932
49600.000000, 0.574430
49700.000000, 0.573974
49800.000000, 0.573504
49900.000000, 0.573037
50000.000000, 0.572571
50100.000000, 0.572112
50200.000000, 0.571604
50300.000000, 0.571171
50400.000000, 0.570690
50500.000000, 0.570250
50600.000000, 0.569821
50700.000000, 0.569305
50800.000000, 0.568817
50900.000000, 0.568366
51000.000000, 0.567946
51100.000000, 0.567497
51200.000000, 0.567083
51300.000000, 0.566665
51400.000000, 0.566208
51500.000000, 0.565692
51600.000000, 0.565161
51700.000000, 0.564632
51800.000000, 0.564131
51900.000000, 0.563709
52000.000000, 0.563348
52100.000000, 0.563004
52200.000000, 0.562593
52300.000000, 0.562193
52400.000000, 0.562144
52500.000000, 0.563322
52600.000000, 0.564901
52700.000000, 0.566592
52800.000000, 0.568760
52900.000000, 0.571199
53000.000000, 0.573669
53100.000000, 0.576319
53200.000000, 0.578651
53300.000000, 0.580594
53400.000000, 0.582708
53500.000000, 0.584842
53600.000000, 0.587107
53700.000000, 0.589255
53800.000000, 0.591355
53900.000000, 0.593648
54000.000000, 0.595862
54100.000000, 0.598309
54200.000000, 0.600688
54300.000000, 0.602981
54400.000000, 0.605311
54500.000000, 0.607597
54600.000000, 0.609754
54700.000000, 0.611882
54800.000000, 0.613963
54900.000000, 0.615741
55000.000000, 0.617891
55100.000000, 0.619917
55200.000000, 0.622005
55300.000000, 0.624219
55400.000000, 0.626532
55500.000000, 0.628741
55600.000000, 0.630694
55700.000000, 0.632522
55800.000000, 0.634413
55900.000000, 0.636343
56000.000000, 0.638646
56100.000000, 0.641478
56200.000000, 0.644086
56300.000000, 0.646558
56400.000000, 0.649216
56500.000000, 0.651889
56600.000000, 0.654676
56700.000000, 0.657212
56800.000000, 0.659692
56900.000000, 0.662039
57000.000000, 0.664578
57100.000000, 0.667134
57200.000000, 0.669383
57300.000000, 0.671736
57400.000000, 0.674369
57500.000000, 0.676799
57600.000000, 0.679125
57700.000000, 0.681496
57800.000000, 0.683750
57900.000000, 0.686098
58000.000000, 0.688496
58100.000000, 0.690793
58200.000000, 0.693503
58300.000000, 0.695787
58400.000000, 0.698436
58500.000000, 0.701480
58600.000000, 0.704545
58700.000000, 0.707215
58800.000000, 0.709555
