# Total Contact Count
# simtime, linkContactCount
26100.000000, 111
26200.000000, 111
26300.000000, 111
26400.000000, 111
26500.000000, 111
26600.000000, 111
26700.000000, 111
26800.000000, 112
26900.000000, 112
27000.000000, 113
27100.000000, 113
27200.000000, 113
27300.000000, 113
27400.000000, 113
27500.000000, 113
27600.000000, 113
27700.000000, 113
27800.000000, 115
27900.000000, 116
28000.000000, 116
28100.000000, 116
28200.000000, 116
28300.000000, 116
28400.000000, 116
28500.000000, 116
28600.000000, 116
28700.000000, 116
28800.000000, 116
28900.000000, 117
29000.000000, 118
29100.000000, 119
29200.000000, 119
29300.000000, 119
29400.000000, 120
29500.000000, 121
29600.000000, 122
29700.000000, 122
29800.000000, 122
29900.000000, 122
30000.000000, 122
30100.000000, 122
30200.000000, 122
30300.000000, 122
30400.000000, 122
30500.000000, 122
30600.000000, 122
30700.000000, 122
30800.000000, 122
30900.000000, 122
31000.000000, 122
31100.000000, 122
31200.000000, 122
31300.000000, 122
31400.000000, 122
31500.000000, 122
31600.000000, 122
31700.000000, 122
31800.000000, 122
31900.000000, 122
32000.000000, 122
32100.000000, 122
32200.000000, 122
32300.000000, 122
32400.000000, 122
32500.000000, 122
32600.000000, 122
32700.000000, 122
32800.000000, 122
32900.000000, 122
33000.000000, 123
33100.000000, 123
33200.000000, 123
33300.000000, 123
33400.000000, 123
33500.000000, 123
33600.000000, 124
33700.000000, 124
33800.000000, 124
33900.000000, 124
34000.000000, 124
34100.000000, 124
34200.000000, 124
34300.000000, 124
34400.000000, 124
34500.000000, 124
34600.000000, 124
34700.000000, 124
34800.000000, 124
34900.000000, 124
35000.000000, 124
35100.000000, 124
35200.000000, 124
35300.000000, 124
35400.000000, 124
35500.000000, 124
35600.000000, 124
35700.000000, 124
35800.000000, 124
35900.000000, 124
36000.000000, 124
36100.000000, 124
36200.000000, 124
36300.000000, 124
36400.000000, 124
36500.000000, 124
36600.000000, 124
36700.000000, 125
36800.000000, 125
36900.000000, 125
37000.000000, 125
37100.000000, 125
37200.000000, 125
37300.000000, 125
37400.000000, 125
37500.000000, 125
37600.000000, 125
37700.000000, 125
37800.000000, 125
37900.000000, 125
38000.000000, 125
38100.000000, 125
38200.000000, 125
38300.000000, 125
38400.000000, 125
38500.000000, 125
38600.000000, 125
38700.000000, 125
38800.000000, 125
38900.000000, 127
39000.000000, 127
39100.000000, 127
39200.000000, 127
39300.000000, 127
39400.000000, 127
39500.000000, 127
39600.000000, 127
39700.000000, 127
39800.000000, 127
39900.000000, 127
40000.000000, 127
40100.000000, 127
40200.000000, 127
40300.000000, 127
40400.000000, 128
40500.000000, 128
40600.000000, 129
40700.000000, 129
40800.000000, 129
40900.000000, 129
41000.000000, 130
41100.000000, 131
41200.000000, 132
41300.000000, 132
41400.000000, 132
41500.000000, 132
41600.000000, 132
41700.000000, 132
41800.000000, 132
41900.000000, 132
42000.000000, 132
42100.000000, 133
42200.000000, 133
42300.000000, 133
42400.000000, 134
42500.000000, 134
42600.000000, 134
42700.000000, 134
42800.000000, 135
42900.000000, 135
43000.000000, 135
43100.000000, 135
43200.000000, 135
43300.000000, 135
43400.000000, 136
43500.000000, 136
43600.000000, 136
43700.000000, 136
43800.000000, 136
43900.000000, 136
44000.000000, 136
44100.000000, 136
44200.000000, 136
44300.000000, 136
44400.000000, 136
44500.000000, 136
44600.000000, 136
44700.000000, 137
44800.000000, 137
44900.000000, 137
45000.000000, 137
45100.000000, 137
45200.000000, 137
45300.000000, 137
45400.000000, 137
45500.000000, 137
45600.000000, 137
45700.000000, 137
45800.000000, 138
45900.000000, 139
46000.000000, 139
46100.000000, 139
46200.000000, 139
46300.000000, 139
46400.000000, 139
46500.000000, 139
46600.000000, 139
46700.000000, 139
46800.000000, 139
46900.000000, 139
47000.000000, 139
47100.000000, 140
47200.000000, 140
47300.000000, 140
47400.000000, 140
47500.000000, 140
47600.000000, 140
47700.000000, 140
47800.000000, 140
47900.000000, 140
48000.000000, 142
48100.000000, 142
48200.000000, 142
48300.000000, 142
48400.000000, 142
48500.000000, 142
48600.000000, 144
48700.000000, 144
48800.000000, 145
48900.000000, 145
49000.000000, 145
49100.000000, 145
49200.000000, 146
49300.000000, 146
49400.000000, 147
49500.000000, 147
49600.000000, 147
49700.000000, 148
49800.000000, 148
49900.000000, 148
50000.000000, 148
50100.000000, 148
50200.000000, 148
50300.000000, 148
50400.000000, 148
50500.000000, 148
50600.000000, 148
50700.000000, 148
50800.000000, 148
50900.000000, 148
51000.000000, 148
51100.000000, 148
51200.000000, 148
51300.000000, 148
51400.000000, 148
51500.000000, 148
51600.000000, 148
51700.000000, 148
51800.000000, 148
51900.000000, 148
52000.000000, 148
52100.000000, 148
52200.000000, 148
52300.000000, 148
52400.000000, 148
52500.000000, 148
52600.000000, 148
52700.000000, 148
52800.000000, 148
52900.000000, 148
53000.000000, 148
53100.000000, 148
53200.000000, 148
53300.000000, 148
53400.000000, 148
53500.000000, 148
53600.000000, 149
53700.000000, 149
53800.000000, 149
53900.000000, 149
54000.000000, 149
54100.000000, 149
54200.000000, 149
54300.000000, 149
54400.000000, 149
54500.000000, 149
54600.000000, 149
54700.000000, 149
54800.000000, 149
54900.000000, 149
55000.000000, 149
55100.000000, 150
55200.000000, 150
55300.000000, 150
55400.000000, 150
55500.000000, 150
55600.000000, 150
55700.000000, 150
55800.000000, 151
55900.000000, 151
56000.000000, 151
56100.000000, 152
56200.000000, 152
56300.000000, 153
56400.000000, 153
56500.000000, 153
56600.000000, 153
56700.000000, 153
56800.000000, 153
56900.000000, 153
57000.000000, 153
57100.000000, 153
57200.000000, 153
57300.000000, 153
57400.000000, 153
57500.000000, 153
57600.000000, 153
57700.000000, 153
57800.000000, 153
57900.000000, 153
58000.000000, 153
58100.000000, 153
58200.000000, 153
58300.000000, 153
58400.000000, 153
58500.000000, 153
58600.000000, 153
58700.000000, 153
58800.000000, 153
58900.000000, 153
59000.000000, 153
59100.000000, 153
59200.000000, 153
59300.000000, 153
59400.000000, 153
59500.000000, 153
59600.000000, 153
59700.000000, 153
59800.000000, 153
59900.000000, 153
60000.000000, 153
60100.000000, 153
60200.000000, 153
60300.000000, 153
60400.000000, 153
60500.000000, 153
60600.000000, 153
60700.000000, 153
60800.000000, 153
60900.000000, 153
61000.000000, 153
61100.000000, 153
61200.000000, 153
61300.000000, 153
61400.000000, 153
61500.000000, 153
61600.000000, 153
61700.000000, 153
61800.000000, 153
61900.000000, 153
62000.000000, 154
62100.000000, 154
62200.000000, 154
62300.000000, 154
62400.000000, 154
62500.000000, 154
62600.000000, 154
62700.000000, 154
62800.000000, 154
62900.000000, 154
63000.000000, 154
63100.000000, 154
63200.000000, 155
63300.000000, 155
63400.000000, 155
63500.000000, 155
63600.000000, 155
63700.000000, 155
63800.000000, 155
63900.000000, 155
64000.000000, 155
64100.000000, 155
64200.000000, 155
64300.000000, 155
64400.000000, 155
64500.000000, 155
64600.000000, 155
64700.000000, 155
64800.000000, 155
64900.000000, 155
65000.000000, 155
65100.000000, 155
65200.000000, 155
65300.000000, 155
65400.000000, 155
65500.000000, 155
65600.000000, 155
65700.000000, 155
65800.000000, 155
65900.000000, 155
66000.000000, 155
66100.000000, 155
66200.000000, 155
66300.000000, 155
66400.000000, 155
66500.000000, 155
66600.000000, 155
66700.000000, 155
66800.000000, 155
66900.000000, 155
67000.000000, 155
67100.000000, 155
67200.000000, 156
67300.000000, 156
67400.000000, 156
67500.000000, 156
67600.000000, 156
67700.000000, 156
67800.000000, 156
67900.000000, 156
68000.000000, 156
68100.000000, 156
68200.000000, 156
68300.000000, 156
68400.000000, 156
68500.000000, 156
68600.000000, 156
68700.000000, 156
68800.000000, 156
68900.000000, 156
69000.000000, 156
69100.000000, 156
69200.000000, 156
69300.000000, 156
69400.000000, 156
69500.000000, 156
69600.000000, 156
69700.000000, 156
69800.000000, 156
69900.000000, 156
70000.000000, 156
70100.000000, 156
70200.000000, 156
70300.000000, 156
70400.000000, 156
70500.000000, 156
70600.000000, 156
70700.000000, 156
70800.000000, 156
70900.000000, 156
71000.000000, 156
71100.000000, 156
71200.000000, 156
71300.000000, 156
71400.000000, 156
71500.000000, 156
71600.000000, 156
71700.000000, 156
71800.000000, 156
71900.000000, 156
72000.000000, 156
72100.000000, 156
72200.000000, 156
72300.000000, 156
72400.000000, 156
72500.000000, 156
72600.000000, 156
72700.000000, 156
72800.000000, 156
72900.000000, 156
73000.000000, 156
73100.000000, 156
73200.000000, 156
73300.000000, 156
73400.000000, 156
73500.000000, 156
73600.000000, 156
73700.000000, 156
73800.000000, 156
73900.000000, 156
74000.000000, 156
74100.000000, 156
74200.000000, 156
74300.000000, 156
74400.000000, 156
74500.000000, 156
74600.000000, 156
74700.000000, 156
74800.000000, 156
74900.000000, 156
75000.000000, 156
75100.000000, 156
75200.000000, 156
75300.000000, 156
75400.000000, 156
75500.000000, 156
75600.000000, 156
75700.000000, 156
75800.000000, 156
75900.000000, 156
76000.000000, 156
76100.000000, 156
76200.000000, 156
76300.000000, 156
76400.000000, 156
76500.000000, 156
76600.000000, 156
76700.000000, 156
76800.000000, 156
76900.000000, 156
77000.000000, 157
77100.000000, 157
77200.000000, 157
77300.000000, 157
77400.000000, 157
77500.000000, 157
77600.000000, 157
77700.000000, 157
77800.000000, 157
77900.000000, 157
78000.000000, 157
78100.000000, 158
78200.000000, 158
78300.000000, 158
78400.000000, 158
78500.000000, 158
78600.000000, 158
78700.000000, 158
78800.000000, 158
78900.000000, 158
79000.000000, 158
79100.000000, 158
79200.000000, 158
79300.000000, 158
79400.000000, 158
79500.000000, 158
79600.000000, 158
79700.000000, 158
79800.000000, 158
79900.000000, 158
80000.000000, 158
80100.000000, 158
80200.000000, 158
80300.000000, 158
80400.000000, 158
80500.000000, 158
80600.000000, 158
80700.000000, 158
80800.000000, 158
80900.000000, 158
81000.000000, 158
81100.000000, 158
81200.000000, 158
81300.000000, 158
81400.000000, 158
81500.000000, 158
81600.000000, 158
81700.000000, 158
81800.000000, 158
81900.000000, 158
82000.000000, 159
82100.000000, 160
82200.000000, 160
82300.000000, 160
82400.000000, 160
82500.000000, 161
82600.000000, 161
82700.000000, 161
82800.000000, 161
82900.000000, 161
83000.000000, 161
83100.000000, 161
83200.000000, 161
83300.000000, 161
83400.000000, 161
83500.000000, 161
83600.000000, 161
83700.000000, 161
83800.000000, 161
83900.000000, 161
84000.000000, 161
84100.000000, 161
84200.000000, 161
84300.000000, 161
84400.000000, 161
84500.000000, 161
84600.000000, 162
84700.000000, 162
84800.000000, 162
84900.000000, 162
85000.000000, 162
85100.000000, 162
85200.000000, 162
85300.000000, 162
85400.000000, 162
85500.000000, 162
85600.000000, 162
85700.000000, 162
85800.000000, 163
85900.000000, 163
86000.000000, 163
86100.000000, 163
86200.000000, 163
86300.000000, 163
86400.000000, 163
86500.000000, 163
86600.000000, 163
86700.000000, 163
86800.000000, 163
86900.000000, 163
87000.000000, 163
87100.000000, 163
87200.000000, 163
87300.000000, 163
87400.000000, 163
87500.000000, 164
87600.000000, 164
87700.000000, 165
87800.000000, 165
87900.000000, 165
88000.000000, 166
88100.000000, 166
88200.000000, 166
88300.000000, 166
88400.000000, 166
88500.000000, 166
88600.000000, 166
88700.000000, 166
88800.000000, 166
88900.000000, 166
89000.000000, 166
89100.000000, 166
89200.000000, 166
89300.000000, 166
89400.000000, 166
89500.000000, 166
89600.000000, 167
89700.000000, 167
89800.000000, 167
89900.000000, 167
90000.000000, 167
90100.000000, 167
90200.000000, 167
90300.000000, 167
90400.000000, 167
90500.000000, 167
90600.000000, 167
90700.000000, 167
90800.000000, 167
90900.000000, 167
91000.000000, 167
91100.000000, 167
91200.000000, 167
91300.000000, 168
91400.000000, 168
91500.000000, 168
91600.000000, 168
91700.000000, 168
91800.000000, 168
91900.000000, 168
92000.000000, 168
92100.000000, 168
92200.000000, 168
92300.000000, 168
92400.000000, 168
92500.000000, 169
92600.000000, 169
92700.000000, 170
92800.000000, 170
92900.000000, 170
93000.000000, 170
93100.000000, 170
93200.000000, 170
93300.000000, 170
93400.000000, 171
93500.000000, 171
93600.000000, 171
93700.000000, 171
93800.000000, 171
93900.000000, 171
94000.000000, 171
94100.000000, 171
94200.000000, 171
94300.000000, 172
94400.000000, 172
94500.000000, 172
94600.000000, 172
94700.000000, 172
94800.000000, 172
94900.000000, 172
95000.000000, 173
95100.000000, 173
95200.000000, 173
95300.000000, 173
95400.000000, 173
95500.000000, 173
95600.000000, 173
95700.000000, 173
95800.000000, 173
95900.000000, 173
96000.000000, 173
96100.000000, 173
96200.000000, 173
96300.000000, 173
96400.000000, 173
96500.000000, 173
96600.000000, 173
96700.000000, 173
96800.000000, 173
96900.000000, 173
97000.000000, 173
97100.000000, 173
97200.000000, 173
97300.000000, 173
97400.000000, 173
97500.000000, 173
97600.000000, 173
97700.000000, 173
97800.000000, 173
97900.000000, 173
98000.000000, 173
98100.000000, 173
98200.000000, 173
98300.000000, 173
98400.000000, 173
98500.000000, 173
98600.000000, 173
98700.000000, 173
98800.000000, 173
98900.000000, 173
99000.000000, 173
99100.000000, 173
99200.000000, 173
99300.000000, 173
99400.000000, 173
99500.000000, 173
99600.000000, 173
99700.000000, 173
99800.000000, 173
99900.000000, 174
100000.000000, 174
100100.000000, 175
100200.000000, 175
100300.000000, 175
100400.000000, 175
100500.000000, 175
100600.000000, 175
100700.000000, 175
100800.000000, 175
100900.000000, 175
101000.000000, 175
101100.000000, 175
101200.000000, 175
101300.000000, 176
101400.000000, 176
101500.000000, 176
101600.000000, 176
101700.000000, 176
101800.000000, 176
101900.000000, 176
102000.000000, 176
102100.000000, 176
102200.000000, 176
102300.000000, 176
102400.000000, 176
102500.000000, 176
102600.000000, 176
102700.000000, 176
102800.000000, 176
102900.000000, 176
103000.000000, 176
103100.000000, 176
103200.000000, 176
103300.000000, 176
103400.000000, 176
103500.000000, 177
103600.000000, 177
103700.000000, 177
103800.000000, 177
103900.000000, 177
104000.000000, 177
104100.000000, 177
104200.000000, 177
104300.000000, 177
104400.000000, 177
104500.000000, 177
104600.000000, 177
104700.000000, 177
104800.000000, 177
104900.000000, 177
105000.000000, 177
105100.000000, 177
105200.000000, 177
105300.000000, 177
105400.000000, 177
105500.000000, 177
105600.000000, 177
105700.000000, 177
105800.000000, 177
105900.000000, 177
106000.000000, 177
106100.000000, 177
106200.000000, 177
106300.000000, 177
106400.000000, 177
106500.000000, 177
106600.000000, 177
106700.000000, 177
106800.000000, 177
106900.000000, 177
107000.000000, 177
107100.000000, 177
107200.000000, 177
107300.000000, 177
107400.000000, 177
107500.000000, 177
107600.000000, 177
107700.000000, 177
107800.000000, 177
107900.000000, 177
108000.000000, 177
108100.000000, 177
108200.000000, 177
108300.000000, 177
108400.000000, 177
108500.000000, 177
108600.000000, 177
108700.000000, 178
108800.000000, 178
108900.000000, 178
109000.000000, 178
109100.000000, 178
109200.000000, 178
109300.000000, 178
109400.000000, 178
109500.000000, 178
109600.000000, 178
109700.000000, 178
109800.000000, 178
109900.000000, 178
110000.000000, 178
110100.000000, 178
110200.000000, 178
110300.000000, 178
110400.000000, 178
110500.000000, 178
110600.000000, 178
110700.000000, 178
110800.000000, 178
110900.000000, 178
111000.000000, 179
111100.000000, 179
111200.000000, 179
111300.000000, 179
111400.000000, 179
111500.000000, 179
111600.000000, 179
111700.000000, 180
111800.000000, 180
111900.000000, 180
112000.000000, 180
112100.000000, 180
112200.000000, 180
112300.000000, 180
112400.000000, 180
112500.000000, 180
112600.000000, 180
112700.000000, 180
112800.000000, 180
112900.000000, 180
113000.000000, 180
113100.000000, 180
113200.000000, 180
113300.000000, 180
113400.000000, 180
113500.000000, 180
113600.000000, 180
113700.000000, 180
113800.000000, 181
113900.000000, 181
114000.000000, 182
114100.000000, 182
114200.000000, 182
114300.000000, 183
114400.000000, 183
114500.000000, 183
114600.000000, 183
114700.000000, 183
114800.000000, 184
114900.000000, 185
115000.000000, 185
115100.000000, 185
115200.000000, 185
115300.000000, 185
115400.000000, 185
115500.000000, 185
115600.000000, 185
115700.000000, 185
115800.000000, 185
115900.000000, 185
116000.000000, 185
116100.000000, 185
116200.000000, 185
116300.000000, 185
116400.000000, 185
116500.000000, 185
116600.000000, 185
116700.000000, 185
116800.000000, 185
116900.000000, 186
117000.000000, 187
117100.000000, 187
117200.000000, 187
117300.000000, 187
117400.000000, 187
117500.000000, 187
117600.000000, 188
117700.000000, 189
117800.000000, 189
117900.000000, 189
118000.000000, 189
118100.000000, 189
118200.000000, 189
118300.000000, 189
118400.000000, 189
118500.000000, 189
118600.000000, 190
118700.000000, 190
118800.000000, 190
118900.000000, 191
119000.000000, 191
119100.000000, 191
119200.000000, 191
119300.000000, 191
119400.000000, 191
119500.000000, 192
119600.000000, 192
119700.000000, 192
119800.000000, 192
119900.000000, 193
120000.000000, 193
120100.000000, 193
120200.000000, 193
120300.000000, 193
120400.000000, 193
120500.000000, 194
120600.000000, 194
120700.000000, 194
120800.000000, 194
120900.000000, 194
121000.000000, 194
121100.000000, 194
121200.000000, 194
121300.000000, 194
121400.000000, 194
121500.000000, 194
121600.000000, 194
121700.000000, 194
121800.000000, 195
121900.000000, 195
122000.000000, 195
122100.000000, 195
122200.000000, 196
122300.000000, 197
122400.000000, 197
122500.000000, 197
122600.000000, 197
122700.000000, 197
122800.000000, 197
122900.000000, 197
123000.000000, 197
123100.000000, 197
123200.000000, 197
123300.000000, 197
123400.000000, 198
123500.000000, 198
123600.000000, 198
123700.000000, 198
123800.000000, 198
123900.000000, 198
124000.000000, 198
124100.000000, 199
124200.000000, 200
124300.000000, 200
124400.000000, 200
124500.000000, 200
124600.000000, 200
124700.000000, 202
124800.000000, 202
124900.000000, 202
125000.000000, 202
125100.000000, 202
125200.000000, 202
125300.000000, 202
125400.000000, 204
125500.000000, 204
125600.000000, 204
125700.000000, 204
125800.000000, 206
125900.000000, 207
126000.000000, 207
126100.000000, 207
126200.000000, 207
126300.000000, 207
126400.000000, 208
126500.000000, 208
126600.000000, 209
126700.000000, 209
126800.000000, 209
126900.000000, 210
127000.000000, 211
127100.000000, 211
127200.000000, 213
127300.000000, 213
127400.000000, 213
127500.000000, 214
127600.000000, 214
127700.000000, 214
127800.000000, 214
127900.000000, 214
128000.000000, 214
128100.000000, 214
128200.000000, 214
128300.000000, 214
128400.000000, 214
128500.000000, 214
128600.000000, 214
128700.000000, 215
128800.000000, 215
128900.000000, 215
129000.000000, 215
129100.000000, 215
129200.000000, 215
129300.000000, 215
129400.000000, 215
129500.000000, 215
129600.000000, 215
129700.000000, 215
129800.000000, 215
129900.000000, 215
130000.000000, 215
130100.000000, 215
130200.000000, 215
130300.000000, 215
130400.000000, 215
130500.000000, 215
130600.000000, 215
130700.000000, 215
130800.000000, 215
130900.000000, 215
131000.000000, 215
131100.000000, 215
131200.000000, 215
131300.000000, 215
131400.000000, 215
131500.000000, 215
131600.000000, 215
131700.000000, 215
131800.000000, 216
131900.000000, 216
132000.000000, 216
132100.000000, 216
132200.000000, 216
132300.000000, 216
132400.000000, 216
132500.000000, 216
132600.000000, 216
132700.000000, 216
132800.000000, 216
132900.000000, 216
133000.000000, 216
133100.000000, 216
133200.000000, 216
133300.000000, 216
133400.000000, 216
133500.000000, 216
133600.000000, 216
133700.000000, 216
133800.000000, 216
133900.000000, 216
134000.000000, 217
134100.000000, 218
134200.000000, 218
134300.000000, 218
134400.000000, 218
134500.000000, 218
134600.000000, 218
134700.000000, 218
134800.000000, 218
134900.000000, 218
135000.000000, 218
135100.000000, 218
135200.000000, 219
135300.000000, 219
135400.000000, 219
135500.000000, 219
135600.000000, 219
135700.000000, 220
135800.000000, 221
135900.000000, 221
136000.000000, 221
136100.000000, 221
136200.000000, 221
136300.000000, 222
136400.000000, 222
136500.000000, 222
136600.000000, 222
136700.000000, 222
136800.000000, 222
136900.000000, 222
137000.000000, 222
137100.000000, 222
137200.000000, 222
137300.000000, 222
137400.000000, 222
137500.000000, 222
137600.000000, 222
137700.000000, 222
137800.000000, 222
137900.000000, 222
138000.000000, 222
138100.000000, 222
138200.000000, 222
138300.000000, 222
138400.000000, 222
138500.000000, 222
138600.000000, 222
138700.000000, 222
138800.000000, 222
138900.000000, 222
139000.000000, 222
139100.000000, 222
139200.000000, 222
139300.000000, 222
139400.000000, 222
139500.000000, 222
139600.000000, 222
139700.000000, 222
139800.000000, 222
139900.000000, 222
140000.000000, 222
140100.000000, 222
140200.000000, 222
140300.000000, 222
140400.000000, 222
140500.000000, 222
140600.000000, 222
140700.000000, 222
140800.000000, 223
140900.000000, 223
141000.000000, 224
141100.000000, 224
141200.000000, 224
141300.000000, 224
141400.000000, 224
141500.000000, 224
141600.000000, 224
141700.000000, 224
141800.000000, 224
141900.000000, 224
142000.000000, 224
142100.000000, 224
142200.000000, 225
142300.000000, 225
142400.000000, 226
142500.000000, 226
142600.000000, 226
142700.000000, 226
142800.000000, 226
142900.000000, 226
143000.000000, 226
143100.000000, 226
143200.000000, 226
143300.000000, 226
143400.000000, 226
143500.000000, 226
143600.000000, 226
143700.000000, 226
143800.000000, 226
143900.000000, 226
144000.000000, 226
144100.000000, 226
144200.000000, 226
144300.000000, 226
144400.000000, 227
144500.000000, 227
144600.000000, 227
144700.000000, 227
144800.000000, 227
144900.000000, 227
145000.000000, 227
145100.000000, 227
145200.000000, 227
145300.000000, 227
145400.000000, 227
145500.000000, 227
145600.000000, 227
145700.000000, 227
145800.000000, 227
145900.000000, 227
146000.000000, 227
146100.000000, 227
146200.000000, 227
146300.000000, 227
146400.000000, 227
146500.000000, 227
146600.000000, 227
146700.000000, 227
146800.000000, 227
146900.000000, 227
147000.000000, 227
147100.000000, 227
147200.000000, 227
147300.000000, 227
147400.000000, 227
147500.000000, 227
147600.000000, 227
147700.000000, 227
147800.000000, 227
147900.000000, 227
148000.000000, 227
148100.000000, 227
148200.000000, 227
148300.000000, 227
148400.000000, 227
148500.000000, 227
148600.000000, 227
148700.000000, 227
148800.000000, 227
148900.000000, 227
149000.000000, 227
149100.000000, 227
149200.000000, 227
149300.000000, 227
149400.000000, 227
149500.000000, 227
149600.000000, 227
149700.000000, 227
149800.000000, 227
149900.000000, 227
150000.000000, 227
150100.000000, 227
150200.000000, 227
150300.000000, 227
150400.000000, 227
150500.000000, 227
150600.000000, 227
150700.000000, 227
150800.000000, 227
150900.000000, 227
151000.000000, 227
151100.000000, 227
151200.000000, 227
151300.000000, 227
151400.000000, 227
151500.000000, 227
151600.000000, 228
151700.000000, 228
151800.000000, 228
151900.000000, 228
152000.000000, 228
152100.000000, 228
152200.000000, 228
152300.000000, 228
152400.000000, 228
152500.000000, 229
152600.000000, 229
152700.000000, 229
152800.000000, 229
152900.000000, 229
153000.000000, 229
153100.000000, 229
153200.000000, 229
153300.000000, 229
153400.000000, 229
153500.000000, 229
153600.000000, 229
153700.000000, 230
153800.000000, 230
153900.000000, 230
154000.000000, 230
154100.000000, 230
154200.000000, 230
154300.000000, 230
154400.000000, 231
154500.000000, 231
154600.000000, 231
154700.000000, 231
154800.000000, 231
154900.000000, 231
