# Average Contact Duration
# simtime, linkAvgContactDuration
100.000000, 0.000000
200.000000, 0.000000
300.000000, 0.000000
400.000000, 0.000000
500.000000, 0.000000
600.000000, 0.000000
700.000000, 0.000000
800.000000, 0.000000
900.000000, 0.000000
1000.000000, 0.000000
1100.000000, 15.000000
1200.000000, 11.500000
1300.000000, 11.500000
1400.000000, 11.500000
1500.000000, 11.500000
1600.000000, 206.666667
1700.000000, 206.666667
1800.000000, 206.666667
1900.000000, 206.666667
2000.000000, 206.666667
2100.000000, 206.666667
2200.000000, 452.000000
2300.000000, 301.666667
2400.000000, 301.666667
2500.000000, 301.666667
2600.000000, 301.666667
2700.000000, 301.666667
2800.000000, 301.666667
2900.000000, 589.142857
3000.000000, 589.142857
3100.000000, 589.142857
3200.000000, 664.125000
3300.000000, 650.777778
3400.000000, 650.777778
3500.000000, 703.200000
3600.000000, 703.200000
3700.000000, 703.200000
3800.000000, 950.363636
3900.000000, 1156.333333
4000.000000, 1330.384615
4100.000000, 1330.384615
4200.000000, 1330.384615
4300.000000, 1330.384615
4400.000000, 1235.428571
4500.000000, 1235.428571
4600.000000, 1235.428571
4700.000000, 1235.428571
4800.000000, 1235.428571
4900.000000, 1235.428571
5000.000000, 1235.428571
5100.000000, 1418.000000
5200.000000, 1418.000000
5300.000000, 1418.000000
5400.000000, 1418.000000
5500.000000, 1418.000000
5600.000000, 1418.000000
5700.000000, 1418.000000
5800.000000, 1683.937500
5900.000000, 1683.937500
6000.000000, 1683.937500
6100.000000, 1885.058824
6200.000000, 1885.058824
6300.000000, 1885.058824
6400.000000, 1780.388889
6500.000000, 1780.388889
6600.000000, 1780.388889
6700.000000, 1780.388889
6800.000000, 1916.900000
6900.000000, 2122.285714
7000.000000, 2026.500000
7100.000000, 2209.347826
7200.000000, 2140.875000
7300.000000, 2140.875000
7400.000000, 2098.857143
7500.000000, 2218.838710
7600.000000, 2379.906250
7700.000000, 2343.818182
7800.000000, 2274.911765
7900.000000, 2225.971429
8000.000000, 2225.971429
8100.000000, 2179.972222
8200.000000, 2179.972222
8300.000000, 2320.162162
8400.000000, 2468.789474
8500.000000, 2468.789474
8600.000000, 2468.789474
8700.000000, 2468.789474
8800.000000, 2468.789474
8900.000000, 2468.789474
9000.000000, 2468.789474
9100.000000, 2435.538462
9200.000000, 2435.538462
9300.000000, 2435.538462
9400.000000, 2435.538462
9500.000000, 2389.375000
9600.000000, 2331.121951
9700.000000, 2331.121951
9800.000000, 2331.121951
9900.000000, 2331.121951
10000.000000, 2331.121951
10100.000000, 2331.121951
10200.000000, 2342.454545
10300.000000, 2342.454545
10400.000000, 2575.434783
10500.000000, 2575.434783
10600.000000, 2653.425532
10700.000000, 2759.392157
10800.000000, 2706.346154
10900.000000, 2899.727273
11000.000000, 2798.140351
11100.000000, 2797.586207
11200.000000, 2797.586207
11300.000000, 2750.305085
11400.000000, 2817.883333
11500.000000, 2883.442623
11600.000000, 2883.442623
11700.000000, 2883.442623
11800.000000, 2956.806452
11900.000000, 2956.806452
12000.000000, 2956.806452
12100.000000, 2956.806452
12200.000000, 2956.806452
12300.000000, 2956.806452
12400.000000, 2956.806452
12500.000000, 2834.600000
12600.000000, 2834.600000
12700.000000, 2834.600000
12800.000000, 2834.600000
12900.000000, 2834.600000
13000.000000, 2834.600000
13100.000000, 2834.600000
13200.000000, 2834.600000
13300.000000, 2817.333333
13400.000000, 2817.333333
13500.000000, 2817.333333
13600.000000, 2817.333333
13700.000000, 2817.333333
13800.000000, 2817.333333
13900.000000, 2785.910448
14000.000000, 2785.910448
14100.000000, 2785.910448
14200.000000, 2785.910448
14300.000000, 2785.910448
14400.000000, 2785.910448
14500.000000, 2785.910448
14600.000000, 2785.910448
14700.000000, 2785.910448
14800.000000, 2785.910448
14900.000000, 2785.910448
15000.000000, 2785.910448
15100.000000, 2785.910448
15200.000000, 2744.955882
15300.000000, 2715.842857
15400.000000, 2735.014085
15500.000000, 2735.014085
15600.000000, 2735.014085
15700.000000, 2735.014085
15800.000000, 2735.014085
15900.000000, 2735.014085
16000.000000, 2697.041667
16100.000000, 2731.424658
16200.000000, 2694.621622
16300.000000, 2694.621622
16400.000000, 2658.706667
16500.000000, 2739.077922
16600.000000, 2739.077922
16700.000000, 2739.077922
16800.000000, 2739.077922
16900.000000, 2858.602564
17000.000000, 2822.430380
17100.000000, 2852.450000
17200.000000, 2852.450000
17300.000000, 2852.450000
17400.000000, 2852.450000
17500.000000, 2817.246914
17600.000000, 2817.246914
17700.000000, 2817.246914
17800.000000, 2817.246914
17900.000000, 2817.246914
18000.000000, 2817.246914
18100.000000, 2817.246914
18200.000000, 2782.902439
18300.000000, 2749.385542
18400.000000, 2749.385542
18500.000000, 2749.385542
18600.000000, 2653.511628
18700.000000, 2653.511628
18800.000000, 2669.160920
18900.000000, 2669.160920
19000.000000, 2669.160920
19100.000000, 2669.160920
19200.000000, 2669.160920
19300.000000, 2669.160920
19400.000000, 2669.160920
19500.000000, 2669.160920
19600.000000, 2672.250000
19700.000000, 2672.250000
19800.000000, 2672.250000
19900.000000, 2672.250000
20000.000000, 2672.250000
20100.000000, 2642.314607
20200.000000, 2642.314607
20300.000000, 2642.314607
20400.000000, 2642.314607
20500.000000, 2642.314607
20600.000000, 2642.314607
20700.000000, 2642.314607
20800.000000, 2716.566667
20900.000000, 2686.725275
21000.000000, 2686.725275
21100.000000, 2686.725275
21200.000000, 2686.725275
21300.000000, 2686.725275
21400.000000, 2686.725275
21500.000000, 2657.532609
21600.000000, 2657.532609
21700.000000, 2657.532609
21800.000000, 2657.532609
21900.000000, 2641.666667
22000.000000, 2613.574468
22100.000000, 2613.574468
22200.000000, 2613.574468
22300.000000, 2613.574468
22400.000000, 2586.073684
22500.000000, 2586.073684
22600.000000, 2586.073684
22700.000000, 2559.145833
22800.000000, 2532.773196
22900.000000, 2532.773196
23000.000000, 2531.112245
23100.000000, 2531.112245
23200.000000, 2531.112245
23300.000000, 2531.112245
23400.000000, 2531.112245
23500.000000, 2531.112245
23600.000000, 2531.112245
23700.000000, 2531.112245
23800.000000, 2505.555556
23900.000000, 2505.555556
24000.000000, 2505.555556
24100.000000, 2505.555556
24200.000000, 2505.555556
24300.000000, 2609.320000
24400.000000, 2812.693069
24500.000000, 2978.009804
24600.000000, 2978.009804
24700.000000, 3079.631068
24800.000000, 3176.838095
24900.000000, 3144.738318
25000.000000, 3144.738318
25100.000000, 3144.738318
25200.000000, 3115.629630
25300.000000, 3115.629630
25400.000000, 3059.000000
25500.000000, 3059.000000
25600.000000, 3059.000000
25700.000000, 3059.000000
25800.000000, 3059.000000
25900.000000, 3031.450450
26000.000000, 3031.450450
26100.000000, 3031.450450
26200.000000, 3031.450450
26300.000000, 3031.450450
26400.000000, 3031.450450
26500.000000, 3031.450450
26600.000000, 3031.450450
26700.000000, 3031.450450
26800.000000, 3004.392857
26900.000000, 3004.392857
27000.000000, 2982.911504
27100.000000, 2982.911504
27200.000000, 2982.911504
27300.000000, 2982.911504
27400.000000, 2982.911504
27500.000000, 2982.911504
27600.000000, 2982.911504
27700.000000, 2982.911504
27800.000000, 2941.165217
27900.000000, 2915.818966
28000.000000, 2915.818966
28100.000000, 2915.818966
28200.000000, 2915.818966
28300.000000, 2915.818966
28400.000000, 2915.818966
28500.000000, 2915.818966
28600.000000, 2915.818966
28700.000000, 2915.818966
28800.000000, 2915.818966
28900.000000, 2895.965812
29000.000000, 2900.940678
29100.000000, 2905.857143
29200.000000, 2905.857143
29300.000000, 2905.857143
29400.000000, 2881.650000
29500.000000, 2857.842975
29600.000000, 2920.762295
29700.000000, 2920.762295
29800.000000, 2920.762295
29900.000000, 2920.762295
30000.000000, 2920.762295
30100.000000, 2920.762295
30200.000000, 2920.762295
30300.000000, 2920.762295
30400.000000, 2920.762295
30500.000000, 2920.762295
30600.000000, 2920.762295
30700.000000, 2920.762295
30800.000000, 2920.762295
30900.000000, 2920.762295
31000.000000, 2920.762295
31100.000000, 2920.762295
31200.000000, 2920.762295
31300.000000, 2920.762295
31400.000000, 2920.762295
31500.000000, 2920.762295
31600.000000, 2920.762295
31700.000000, 2920.762295
31800.000000, 2920.762295
31900.000000, 2920.762295
32000.000000, 2920.762295
32100.000000, 2920.762295
32200.000000, 2920.762295
32300.000000, 2920.762295
32400.000000, 2920.762295
32500.000000, 2920.762295
32600.000000, 2920.762295
32700.000000, 2920.762295
32800.000000, 2920.762295
32900.000000, 2920.762295
33000.000000, 2897.024390
33100.000000, 2897.024390
33200.000000, 2897.024390
33300.000000, 2897.024390
33400.000000, 2897.024390
33500.000000, 2897.024390
33600.000000, 2873.669355
33700.000000, 2873.669355
33800.000000, 2873.669355
33900.000000, 2873.669355
34000.000000, 2873.669355
34100.000000, 2873.669355
34200.000000, 2873.669355
34300.000000, 2873.669355
34400.000000, 2873.669355
34500.000000, 2873.669355
34600.000000, 2873.669355
34700.000000, 2873.669355
34800.000000, 2873.669355
34900.000000, 2873.669355
35000.000000, 2873.669355
35100.000000, 2873.669355
35200.000000, 2873.669355
35300.000000, 2873.669355
35400.000000, 2873.669355
35500.000000, 2873.669355
35600.000000, 2873.669355
35700.000000, 2873.669355
35800.000000, 2873.669355
35900.000000, 2873.669355
36000.000000, 2873.669355
36100.000000, 2873.669355
36200.000000, 2873.669355
36300.000000, 2873.669355
36400.000000, 2873.669355
36500.000000, 2873.669355
36600.000000, 2873.669355
36700.000000, 2850.688000
36800.000000, 2850.688000
36900.000000, 2850.688000
37000.000000, 2850.688000
37100.000000, 2850.688000
37200.000000, 2850.688000
37300.000000, 2850.688000
37400.000000, 2850.688000
37500.000000, 2850.688000
37600.000000, 2850.688000
37700.000000, 2850.688000
37800.000000, 2850.688000
37900.000000, 2850.688000
38000.000000, 2850.688000
38100.000000, 2850.688000
38200.000000, 2850.688000
38300.000000, 2850.688000
38400.000000, 2850.688000
38500.000000, 2850.688000
38600.000000, 2850.688000
38700.000000, 2850.688000
38800.000000, 2850.688000
38900.000000, 2810.291339
39000.000000, 2810.291339
39100.000000, 2810.291339
39200.000000, 2810.291339
39300.000000, 2810.291339
39400.000000, 2810.291339
39500.000000, 2810.291339
39600.000000, 2810.291339
39700.000000, 2810.291339
39800.000000, 2810.291339
39900.000000, 2810.291339
40000.000000, 2810.291339
40100.000000, 2810.291339
40200.000000, 2810.291339
40300.000000, 2810.291339
40400.000000, 2788.453125
40500.000000, 2788.453125
40600.000000, 2820.224806
40700.000000, 2820.224806
40800.000000, 2820.224806
40900.000000, 2820.224806
41000.000000, 2798.538462
41100.000000, 2777.183206
41200.000000, 2756.151515
41300.000000, 2756.151515
41400.000000, 2756.151515
41500.000000, 2756.151515
41600.000000, 2756.151515
41700.000000, 2756.151515
41800.000000, 2756.151515
41900.000000, 2756.151515
42000.000000, 2756.151515
42100.000000, 2791.368421
42200.000000, 2791.368421
42300.000000, 2791.368421
42400.000000, 2770.597015
42500.000000, 2770.597015
42600.000000, 2770.597015
42700.000000, 2770.597015
42800.000000, 2813.844444
42900.000000, 2813.844444
43000.000000, 2813.844444
43100.000000, 2813.844444
43200.000000, 2813.844444
43300.000000, 2813.844444
43400.000000, 2793.161765
43500.000000, 2793.161765
43600.000000, 2793.161765
43700.000000, 2793.161765
43800.000000, 2793.161765
43900.000000, 2793.161765
44000.000000, 2793.161765
44100.000000, 2793.161765
44200.000000, 2793.161765
44300.000000, 2793.161765
44400.000000, 2793.161765
44500.000000, 2793.161765
44600.000000, 2793.161765
44700.000000, 2789.686131
44800.000000, 2789.686131
44900.000000, 2789.686131
45000.000000, 2789.686131
45100.000000, 2789.686131
45200.000000, 2789.686131
45300.000000, 2789.686131
45400.000000, 2789.686131
45500.000000, 2789.686131
45600.000000, 2789.686131
45700.000000, 2789.686131
45800.000000, 2790.789855
45900.000000, 2778.848921
46000.000000, 2778.848921
46100.000000, 2778.848921
46200.000000, 2778.848921
46300.000000, 2778.848921
46400.000000, 2778.848921
46500.000000, 2778.848921
46600.000000, 2778.848921
46700.000000, 2778.848921
46800.000000, 2778.848921
46900.000000, 2778.848921
47000.000000, 2778.848921
47100.000000, 2759.007143
47200.000000, 2759.007143
47300.000000, 2759.007143
47400.000000, 2759.007143
47500.000000, 2759.007143
47600.000000, 2759.007143
47700.000000, 2759.007143
47800.000000, 2759.007143
47900.000000, 2759.007143
48000.000000, 2728.366197
48100.000000, 2728.366197
48200.000000, 2728.366197
48300.000000, 2728.366197
48400.000000, 2728.366197
48500.000000, 2728.366197
48600.000000, 2698.388889
48700.000000, 2698.388889
48800.000000, 2679.786207
48900.000000, 2679.786207
49000.000000, 2679.786207
49100.000000, 2679.786207
49200.000000, 2661.438356
49300.000000, 2661.438356
49400.000000, 2643.340136
49500.000000, 2643.340136
49600.000000, 2643.340136
49700.000000, 2633.074324
49800.000000, 2633.074324
49900.000000, 2633.074324
50000.000000, 2633.074324
50100.000000, 2633.074324
50200.000000, 2633.074324
50300.000000, 2633.074324
50400.000000, 2633.074324
50500.000000, 2633.074324
50600.000000, 2633.074324
50700.000000, 2633.074324
50800.000000, 2633.074324
50900.000000, 2633.074324
51000.000000, 2633.074324
51100.000000, 2633.074324
51200.000000, 2633.074324
51300.000000, 2633.074324
51400.000000, 2633.074324
51500.000000, 2633.074324
51600.000000, 2633.074324
51700.000000, 2633.074324
51800.000000, 2633.074324
51900.000000, 2633.074324
52000.000000, 2633.074324
52100.000000, 2633.074324
52200.000000, 2633.074324
52300.000000, 2633.074324
52400.000000, 2633.074324
52500.000000, 2633.074324
52600.000000, 2633.074324
52700.000000, 2633.074324
52800.000000, 2633.074324
52900.000000, 2633.074324
53000.000000, 2633.074324
53100.000000, 2633.074324
53200.000000, 2633.074324
53300.000000, 2633.074324
53400.000000, 2633.074324
53500.000000, 2633.074324
53600.000000, 2615.409396
53700.000000, 2615.409396
53800.000000, 2615.409396
53900.000000, 2615.409396
54000.000000, 2615.409396
54100.000000, 2615.409396
54200.000000, 2615.409396
54300.000000, 2615.409396
54400.000000, 2615.409396
54500.000000, 2615.409396
54600.000000, 2615.409396
