0,600,200,50000,600,1200,120,270
601,1800,200,50000,600,1200,600,900
1801,2100,200,50000,600,1200,60,120
2101,4500,200,50000,600,1200,600,900
4501,4800,200,50000,600,1200,120,270
4801,6000,200,50000,600,1200,600,900
6001,6300,200,50000,600,1200,120,270
6301,7200,200,50000,600,1200,600,900
7201,7500,200,50000,600,1200,60,120
7501,10200,200,50000,600,1200,600,900
10201,10800,200,50000,600,1200,120,270
